time_elapsed,number_of_readings,reading_rate,time_per_reading,usrp_rx_thread,aiming_thread,gps_thread
3.7402148246765137,29,7.753565332309,128.9729249888453,"<Thread(USRP_RX_THREAD, started daemon 8772)>",None,"<Thread(GPS_THREAD, started daemon 36804)>"
