time_elapsed,mumber_of_readings,reading_rate,time_per_reading,usrp_rx_thread,aiming_thread,gps_thread
195.0745182998944,16839,86.32085702261682,11.584685723613601,"<Thread(USRP_RX_THREAD, stopped daemon 24624)>",,"<Thread(GPS_THREAD, stopped daemon 21364)>"
