Dist_N,Dist_E,Dist_D,PowerRx,XZ,YZ,MAG
0.8452,9.6801,-2.6498000000000004,-21.328997685794025,343.549,261.656,101.224
0.8523000000000001,9.6924,-2.6483999999999996,-20.636913188697882,352.706,249.444,100.17
0.8523000000000001,9.6924,-2.6483999999999996,-20.603167882523906,352.706,249.444,100.854
0.8573999999999999,9.6891,-2.6475999999999997,-20.427352566221785,357.125,259.695,99.5989
0.8689,9.6997,-2.6576,-20.836429531451067,352.106,281.976,100.554
0.8823000000000001,9.7031,-2.6576999999999997,-21.218970224341668,354.015,247.068,101.565
0.9076000000000001,9.700099999999999,-2.6578,-21.56830001031264,356.236,241.927,100.673
0.9076000000000001,9.700099999999999,-2.6578,-21.45975284368355,356.236,241.927,100.673
0.9312999999999999,9.707699999999999,-2.6552,-21.571789511719878,359.518,186.009,101.094
0.9659,9.713,-2.6426,-21.291476001446572,356.576,225.0,99.5667
0.9734,9.7132,-2.6372000000000004,-20.992121992589944,0.235784,174.289,98.951
0.9915,9.719,-2.6419,-20.856816794707818,354.116,237.804,98.4495
0.9886,9.7188,-2.647,-21.34876164927399,353.743,263.157,100.232
0.9998999999999999,9.7206,-2.648,-20.554162478843473,351.168,268.531,98.3356
0.9998999999999999,9.7206,-2.648,-20.767848023842937,351.168,268.531,98.1301
1.0057,9.7263,-2.6437,-21.7742540175686,354.602,237.995,100.095
1.0057,9.7263,-2.6437,-21.90547906994776,354.602,237.995,100.46
1.0262,9.7366,-2.6393,-22.753764968655585,356.925,235.305,101.877
1.0384,9.7372,-2.6416000000000004,-21.864028127641397,359.293,225.0,98.9275
1.0384,9.7372,-2.6416000000000004,-21.87576869816764,359.293,225.0,98.9275
1.0439,9.745,-2.6445,-21.049559130141105,352.663,233.746,100.685
1.0439,9.745,-2.6445,-21.11915710423219,352.663,233.746,100.685
1.0395,9.729199999999999,-2.6374,-20.9842635891904,354.538,243.435,100.981
1.047,9.7379,-2.6318,-22.77703980533074,353.069,266.309,101.113
1.0498,9.7379,-2.6268000000000002,-22.450147956380853,359.083,315.0,99.0982
1.0498,9.7379,-2.6268000000000002,-22.366824266524823,359.083,315.0,98.3013
1.0672,9.7513,-2.6186000000000003,-21.491300974055317,357.606,220.601,99.9262
1.0672,9.7513,-2.6186000000000003,-21.57918347806239,357.606,220.601,99.9262
1.0853,9.7491,-2.6029,-21.458615926662574,359.777,183.18,100.267
1.1076000000000001,9.7386,-2.5894,-22.453104257762497,356.186,263.29,99.9316
1.1175,9.7273,-2.5812,-22.931933974250995,355.436,252.474,99.8277
1.1175,9.7273,-2.5812,-22.927045766522486,355.436,252.474,99.8277
1.1415,9.732000000000001,-2.5754,-22.81655360174284,352.405,235.222,100.382
1.1436,9.7355,-2.5701,-22.584270209073246,356.964,278.13,101.267
1.1498,9.7516,-2.5611,-22.333043078438223,355.859,262.875,100.927
1.1535,9.7564,-2.562,-23.81883758861967,356.41,284.036,100.877
1.1535,9.7564,-2.562,-23.883414090314687,353.339,292.109,100.877
1.1645,9.7621,-2.5547999999999997,-26.167346853284453,353.157,246.571,102.079
1.1836,9.7528,-2.5517,-28.789575027866473,355.567,250.71,102.804
1.1836,9.7528,-2.5517,-28.885916656161164,355.567,250.71,102.804
1.1987,9.7501,-2.5475,-28.76677807354021,356.906,237.265,101.402
1.2268999999999999,9.7577,-2.5324,-24.725446822955544,355.862,220.365,103.607
1.2309,9.7558,-2.5212,-23.728092277153515,354.312,260.91,101.697
1.2309,9.7558,-2.5212,-23.794710181035285,354.312,260.91,101.697
1.2502,9.768099999999999,-2.5258000000000003,-23.063065385365782,354.434,265.03,102.365
1.2534,9.7789,-2.5287,-24.010236359152085,351.9,252.474,104.511
1.2534,9.7789,-2.5287,-24.06155228654695,351.9,252.474,104.511
1.2642,9.7897,-2.5205,-26.641409606125237,355.216,253.301,104.889
1.2900999999999998,9.7858,-2.526,-29.84391627928085,354.223,259.115,104.093
1.3044,9.7981,-2.5301,-30.749343868115563,355.619,244.654,105.687
1.3288,9.7963,-2.5324,-24.287597111582055,354.223,236.822,102.048
1.3288,9.7963,-2.5324,-24.20195800599586,354.223,236.822,102.048
1.3284,9.805299999999999,-2.5431,-22.948747685001784,354.848,247.751,100.593
1.3456000000000001,9.8332,-2.5576,-22.856895289246452,355.754,266.634,101.098
1.3456000000000001,9.8332,-2.5576,-22.810933832088885,355.754,266.634,101.098
1.3358,9.8587,-2.6058,-24.157257740224832,353.13,270.0,100.754
1.3341,9.8825,-2.6407,-26.007288853270598,355.365,264.56,101.046
1.3555000000000001,9.884500000000001,-2.648,-30.217807576444642,359.284,198.435,102.245
1.391,9.8812,-2.6516,-26.94203852598848,359.012,195.945,100.181
1.4017,9.8889,-2.6647000000000003,-23.590791363697846,351.119,251.996,101.56
1.3939,9.9207,-2.7116000000000002,-22.474500635684315,356.807,265.914,99.7334
1.3997,9.9444,-2.7304000000000004,-22.57422028038038,353.053,264.094,101.878
1.3966999999999998,9.95,-2.7401999999999997,-23.81665258624421,354.334,267.709,101.522
1.4097,9.9619,-2.7346,-27.030874942651014,351.662,250.56,105.488
1.4336000000000002,9.958,-2.7297000000000002,-35.28034744661955,354.266,247.38,104.094
1.4336000000000002,9.958,-2.7297000000000002,-35.38943016177954,354.266,247.38,104.094
1.4497,9.9608,-2.7352,-31.80796650754442,357.077,216.87,103.478
1.4497,9.9608,-2.7352,-31.794523231850143,357.077,216.87,103.478
1.4699,9.9626,-2.734,-29.46065052623661,357.089,233.13,103.307
1.4749,9.9749,-2.7435,-24.30462042396609,351.87,249.624,102.552
1.4903,9.9965,-2.7656,-23.788708816701526,353.238,260.538,103.302
1.4903,9.9965,-2.7656,-23.651898642981987,354.85,244.537,102.552
1.4991999999999999,10.0144,-2.7857,-23.19292678495003,352.759,241.26,100.607
1.5196,10.0306,-2.7925,-24.080328234286412,,,
1.5196,10.0306,-2.7925,-24.11787421882459,354.049,244.29,100.476
1.5268000000000002,10.0278,-2.7906999999999997,-26.1138958422018,353.238,271.909,101.75
1.5268000000000002,10.0278,-2.7906999999999997,-26.132840240089617,352.206,246.038,101.75
1.5475,10.0261,-2.7889,-27.239445294657365,355.254,239.421,102.284
1.5694,10.0243,-2.7910000000000004,-25.38915724993508,357.587,208.811,102.048
1.5703,10.0257,-2.8080000000000003,-25.09141569172691,352.904,251.565,102.312
