Dist_N,Dist_E,Dist_D,PowerRx,XZ,YZ,MAG
0.6420999999999999,-0.5303,-0.9809,-60.03540462046401,0.0,180.0,106.161
0.6434000000000001,-0.5382,-0.9761,-59.947091129853824,359.771,206.565,105.668
0.6434000000000001,-0.5382,-0.9761,-60.02842113587568,359.771,206.565,105.668
0.6498,-0.5344,-0.9761,-60.0092785064806,358.614,296.565,105.077
0.6563,-0.5302,-0.9784999999999999,-60.16587984729151,1.13667,78.69,106.678
0.6534,-0.5349,-0.971,-59.787752379715904,358.174,255.964,107.038
0.6537999999999999,-0.5306000000000001,-0.9711,-59.722165767767635,357.691,270.0,106.489
0.6514,-0.5279,-0.9653,-59.77161651478976,358.625,251.565,107.021
0.6514,-0.5279,-0.9653,-59.91520913585782,358.625,251.565,107.021
0.6354,-0.5169,-0.996,-59.76490365664728,357.184,270.0,107.003
0.6365999999999999,-0.515,-0.983,-60.12982306484105,358.415,285.945,106.161
0.6443000000000001,-0.5196000000000001,-0.9759,-59.85330396084031,358.641,260.538,106.128
0.6470999999999999,-0.5188,-0.9762000000000001,-59.96879314295259,358.402,246.801,105.018
0.6539,-0.5297,-0.966,-59.821418255511944,359.775,315.0,105.852
0.6593000000000001,-0.5375,-0.9616,-59.83662803730265,357.023,274.399,106.721
0.6469,-0.5379,-0.9671,-59.70069052772871,358.182,270.0,107.78
0.6469,-0.5379,-0.9671,-59.81101501968781,358.182,270.0,107.78
0.6372,-0.5394,-0.9854,-59.77273155070675,358.122,277.125,108.937
0.6335000000000001,-0.5416,-0.9886,-59.78042307774381,357.284,288.435,109.16
0.6318,-0.5414,-0.9895999999999999,-59.713346436602336,357.252,279.462,109.685
0.6278,-0.5422,-0.9964,-59.743281724954535,357.241,279.462,108.805
0.6395000000000001,-0.5393,-0.9978,-59.78553337470582,356.743,289.654,109.323
0.6291,-0.5412,-1.0078,-59.67497567854779,357.011,298.301,108.943
0.6291,-0.5412,-1.0078,-59.7489449222978,357.011,298.301,108.943
0.6244,-0.5471,-1.0036,-59.548886119991025,356.782,278.13,109.401
0.6244,-0.5471,-1.0036,-59.795875677138284,356.782,278.13,109.401
0.6325999999999999,-0.5392,-1.0054,-59.7486003847765,356.566,277.595,109.018
0.6219,-0.5479999999999999,-1.0108,-59.53228180469733,356.141,273.366,108.8
0.6219,-0.5479999999999999,-1.0108,-59.904115403495595,355.619,266.987,108.8
0.6148,-0.5487,-1.0134999999999998,-59.61149109471364,,,
0.6148,-0.5487,-1.0134999999999998,-59.798637298113,357.481,285.255,108.95
0.6046,-0.547,-1.0183,-59.75178876456323,357.23,274.764,108.581
0.6036,-0.5403,-1.0171999999999999,-59.32383603448486,356.82,270.0,109.236
0.6036,-0.5403,-1.0171999999999999,-59.68735460523553,356.82,270.0,109.236
0.6008,-0.5365,-1.0070999999999999,-59.62861040580054,356.338,277.125,108.362
0.6061,-0.5413,-0.9899,-59.710832512094115,356.553,270.0,108.07
0.6061,-0.5413,-0.9899,-59.89222084647021,356.553,270.0,108.07
0.6052000000000001,-0.5398,-1.0057,-59.5839011759046,356.769,265.914,107.719
0.5947,-0.5375,-1.0063,-59.7967331024974,356.975,270.0,108.937
0.5935,-0.5277000000000001,-0.9984000000000001,-59.66824604618097,355.565,270.0,105.573
0.6053000000000001,-0.5128,-0.9975,-59.78266765060489,355.498,303.024,105.018
0.6053000000000001,-0.5128,-0.9975,-59.62780337956577,355.498,303.024,105.275
0.6112,-0.5085000000000001,-1.0049,-59.64670740868344,359.538,225.0,104.66
0.6227,-0.49570000000000003,-1.0144,-59.643021882701106,359.549,341.565,103.414
0.629,-0.4885,-1.0185,-59.76213535127557,357.7,291.801,104.323
0.6208,-0.486,-1.0169,-59.716426063447834,357.955,263.66,105.781
0.6223,-0.4813,-1.0356,-59.800306549012674,359.775,333.435,103.978
0.6247,-0.4763,-1.0386,-59.71201579579727,357.971,270.0,103.978
0.6183,-0.4693,-1.0402,-59.56357976329362,359.091,243.435,103.815
0.6265999999999999,-0.4633,-1.0502,-59.681917938353465,358.597,243.435,103.54
0.6265999999999999,-0.4633,-1.0502,-59.5419220795662,358.597,243.435,104.201
0.6365999999999999,-0.4526,-1.057,-59.432883730960036,358.145,277.125,102.703
0.6365999999999999,-0.4526,-1.057,-59.70286659266599,358.145,277.125,102.703
0.6353,-0.46490000000000004,-1.0622,-59.786623785995936,358.383,270.0,103.69
0.6412,-0.4517,-1.0762,-59.73170792689244,359.538,206.565,104.441
0.6412,-0.4517,-1.0762,-59.41103872071921,359.538,206.565,104.441
0.6543000000000001,-0.4635,-1.0755,-59.74386816353923,359.773,194.036,104.5
0.6596,-0.4501,-1.0722,-59.59127443404558,357.979,270.0,104.333
0.6596,-0.4501,-1.0722,-59.935185764567144,357.149,243.435,104.333
0.6509,-0.4507,-1.0841,-59.67279551032454,357.47,270.0,103.921
0.6509,-0.4507,-1.0841,-59.53811128905979,357.47,270.0,104.151
0.6695,-0.4375,-1.0771,-59.638267538374954,356.566,248.199,105.978
0.6695,-0.4375,-1.0771,-59.55077343037085,356.795,270.0,105.978
0.6639,-0.4391,-1.0678,-59.747705530392004,356.525,248.199,104.148
0.6559,-0.45039999999999997,-1.0689,-59.70524644409671,354.91,241.39,103.279
0.6654000000000001,-0.44189999999999996,-1.0602,-59.758957760461826,356.58,284.931,102.745
0.6640999999999999,-0.44530000000000003,-1.0606,-59.61257535910991,353.316,271.909,103.77
0.6666,-0.45740000000000003,-1.064,-59.495734760772635,356.015,221.82,103.011
0.6755,-0.4399,-1.0819,-59.67851419678504,354.999,238.241,103.496
0.6848000000000001,-0.4329,-1.0913,-59.793200844260724,358.872,231.34,103.707
0.7093,-0.4194,-1.0984,-59.50192063606948,356.468,229.086,103.548
0.7168000000000001,-0.4113,-1.1125,-59.70871738014134,352.203,263.089,105.313
0.7199,-0.3993,-1.0998999999999999,-59.74842332118069,353.157,260.538,106.006
0.7348,-0.4029,-1.087,-59.611916076037765,355.601,258.111,103.444
0.7240000000000001,-0.38539999999999996,-1.0929,-59.80898283655597,352.959,273.691,103.93
0.7203,-0.37070000000000003,-1.1153,-59.491823989401816,356.998,299.745,104.309
0.7326,-0.3679,-1.133,-59.535483794654496,356.539,255.069,104.204
0.7504000000000001,-0.3772,-1.1377,-59.866930308465726,356.963,252.897,104.318
0.7639,-0.3599,-1.1514,-59.696001276428476,356.539,258.69,104.72
0.7787000000000001,-0.3671,-1.1283,-59.769470993340036,355.198,251.565,103.578
0.7924,-0.3736,-1.1152,-59.708606571931924,354.762,257.196,103.647
0.7958,-0.3865,-1.1052,-59.658969392651294,357.971,257.471,104.427
0.8028,-0.3754,-1.1059999999999999,-59.75385995975611,353.932,242.592,104.47
0.8151999999999999,-0.366,-1.0872,-59.511290726360116,354.991,259.695,103.163
0.8181,-0.3796,-1.0598,-59.70002694837791,357.196,260.538,100.743
0.8356999999999999,-0.3724,-1.0614,-59.46527816582468,357.46,233.973,103.811
0.8327,-0.364,-1.0763,-59.62282121132867,357.241,243.435,103.756
0.8467,-0.3749,-1.0446,-59.59488058820711,355.314,248.199,103.081
0.8456,-0.3736,-1.0432,-59.86388567455721,356.063,253.61,104.755
0.8629000000000001,-0.3762,-1.028,-59.6443958050651,354.516,258.232,103.487
0.8629000000000001,-0.3762,-1.028,-59.587725715268874,354.516,258.232,103.487
0.8622,-0.3654,-1.0595,-59.727578889376396,356.279,252.646,102.016
0.8726999999999999,-0.35109999999999997,-1.0407,-59.80477911852716,357.252,230.194,102.552
