time_elapsed,mumber_of_readings,reading_rate,time_per_reading,usrp_rx_thread,aiming_thread,gps_thread
23.636395000037737,2039,86.26525226451881,11.592152967149016,"<Thread(USRP_RX_THREAD, stopped daemon 16016)>",,"<Thread(GPS_THREAD, stopped daemon 17328)>"
