Timestamp,R_N/Lon,R_E/Lat,R_D/Hgt,accN/hMSL,accE/hAcc,accD/vAcc,PosType,PowerRx,Bearing,Roll_XZ,Pitch_YZ,cal_stat_aim,Temp
2025-09-29 18:51:36.038,-74.082873889,4.639370922,2584671.7,2579997.1,2063.4,2695.9,absPos,-59.90179784133077,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:36.146,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.7730217763857,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:36.252,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.990240203762504,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:36.360,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.98178417982915,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:36.467,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.17286233827487,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:36.574,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.08354006786899,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:36.681,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.904047790419774,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:36.787,-74.082873899,4.639372291,2584873.1,2580198.5,2059.6,2684.9,absPos,-60.00520302700856,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:36.893,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.78483791050909,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:37.000,-74.082873897,4.639372615,2584929.2,2580254.6,2058.6,2682.1,absPos,-60.098646872531745,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:37.108,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.91689474517945,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:37.213,-74.082873891,4.639372903,2585003.6,2580329.0,2057.7,2679.5,absPos,-60.13647200440991,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:37.320,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.95537198987472,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:37.426,-74.082873855,4.63937347,2585081.8,2580407.2,2056.2,2675.4,absPos,-59.88312720167453,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:37.533,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.72577048244431,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:37.640,-74.08287385,4.639373737,2585127.0,2580452.4,2055.3,2672.7,absPos,-59.95973327617446,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:37.745,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.05419273380669,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:37.958,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.99486350829815,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:38.171,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.05378280623777,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:38.385,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.164648920635884,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:38.597,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.146174424002794,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:38.703,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.181029226327816,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:38.810,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.13589153496986,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:38.916,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.8777280231151,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:39.023,-74.082873761,4.639374535,2585295.1,2580620.5,2052.9,2666.6,absPos,-60.010119733726825,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:39.129,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.12087821619133,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:39.236,-74.082873775,4.639374815,2585342.8,2580668.2,2052.4,2665.1,absPos,-59.95039938279098,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:39.342,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.954834160921244,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:39.450,-74.082873746,4.639374929,2585366.5,2580691.9,2051.6,2663.3,absPos,-60.18275945690548,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:39.557,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.94189414007408,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:39.664,-74.082873723,4.639375136,2585407.7,2580733.1,2050.9,2661.7,absPos,-60.0658177127097,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:39.772,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.082573162350606,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:39.880,-74.082873752,4.639375382,2585454.4,2580779.8,2049.5,2658.6,absPos,-59.841252728135515,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:39.987,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.963971633986176,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:40.094,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.11109025298648,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:40.200,-74.08287372,4.639375734,2585541.1,2580866.5,2047.8,2654.5,absPos,-59.826605809345956,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:40.308,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.78008483443203,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:40.414,-74.082873748,4.639375945,2585578.5,2580903.9,2046.9,2651.9,absPos,-59.886473647271295,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:40.520,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.927166604200494,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:40.628,-74.082873715,4.639376227,2585630.9,2580956.3,2046.3,2649.7,absPos,-59.95156128475786,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:40.735,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.94375554278244,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:40.842,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.837997714644146,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:40.950,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.06403353933013,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:41.057,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.778696347406466,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:41.163,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.79161932392298,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:41.270,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.174763755934094,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:41.377,-74.082873799,4.639377254,2585829.7,2581155.1,2045.0,2642.0,absPos,-59.794255511201044,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:41.483,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.85596861567057,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:41.589,-74.082873816,4.63937748,2585854.3,2581179.7,2044.7,2640.1,absPos,-59.97125464725154,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:41.696,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.03591238284223,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:41.802,-74.082873811,4.639377768,2585921.0,2581246.4,2044.4,2638.3,absPos,-60.002603642245504,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:41.910,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-59.99411398185434,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:42.015,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.03416999752034,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:42.230,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.079545190685735,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:42.441,-74.082873885,4.639378511,2586059.3,2581384.7,2043.2,2632.8,absPos,-59.94473072214436,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:42.656,-74.082873939,4.639378839,2586109.5,2581434.9,2042.8,2631.1,absPos,-60.14069332798201,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:42.868,-74.082873921,4.639379099,2586146.8,2581472.2,2042.6,2629.5,absPos,-59.87586591060972,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:43.081,-74.082873894,4.639379345,2586195.1,2581520.5,2042.5,2628.0,absPos,-59.80663991738142,59.3,0.0,-1.0,2,25.0
2025-09-29 18:51:43.189,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.079202943566365,59.3,0.0,-1.0,2,25.0
