R_N/Lon,R_E/Lat,R_D/Hgt,PosType,PowerRx,XZ,YZ,MAG
-9.6214,-9.0988,-0.48810000000000003,relPos,-24.72358615968238,88.9439,89.7359,237.866
-9.6214,-9.0988,-0.48810000000000003,relPos,-24.66245195692423,88.9439,89.7359,237.866
-9.6214,-9.0988,-0.48810000000000003,relPos,-24.6142690914647,86.7449,88.0999,237.866
-9.6214,-9.0988,-0.48810000000000003,relPos,-24.582158444749467,86.7449,88.0999,237.866
-9.6214,-9.0988,-0.48810000000000003,relPos,-24.53514287028204,86.7449,88.0999,237.866
-9.6214,-9.0988,-0.48810000000000003,relPos,-24.485971141634653,86.7449,88.0999,238.092
-9.6214,-9.0988,-0.48810000000000003,relPos,-24.450518322440693,86.7449,88.0999,238.092
-9.6214,-9.0988,-0.48810000000000003,relPos,-24.483213011951225,86.7449,88.0999,238.092
-9.6214,-9.0988,-0.48810000000000003,relPos,-24.386968723773382,86.7449,88.0999,238.092
-9.6214,-9.0988,-0.48810000000000003,relPos,-24.269137849065984,86.7449,88.0999,238.092
-9.6214,-9.0988,-0.48810000000000003,relPos,-24.19500213287016,89.4791,89.4791,238.092
-9.6214,-9.0988,-0.48810000000000003,relPos,-24.11619968463207,89.4791,89.4791,238.621
-9.6214,-9.0988,-0.48810000000000003,relPos,-24.088807531229453,89.4791,89.4791,238.621
-9.6214,-9.0988,-0.48810000000000003,relPos,-24.116510797777572,89.4791,89.4791,238.621
-9.6214,-9.0988,-0.48810000000000003,relPos,-24.04332372288647,89.4791,89.4791,238.621
-9.6214,-9.0988,-0.48810000000000003,relPos,-24.009907627150717,89.4791,89.4791,238.621
-9.6214,-9.0988,-0.48810000000000003,relPos,-24.05632542388801,89.4791,89.4791,238.643
-9.6213,-9.094199999999999,-0.4794,relPos,-24.037799099918942,89.4791,89.4791,238.643
-9.6213,-9.094199999999999,-0.4794,relPos,-24.10332013419827,89.4569,89.7284,238.643
-9.6213,-9.094199999999999,-0.4794,relPos,-24.097298870185394,89.4569,89.7284,238.643
-9.6213,-9.094199999999999,-0.4794,relPos,-24.062816741052238,89.4569,89.7284,238.643
-9.6213,-9.094199999999999,-0.4794,relPos,-24.11539330745317,89.4569,89.7284,238.649
-9.6213,-9.094199999999999,-0.4794,relPos,-24.093563983366693,89.4569,89.7284,238.649
-9.6213,-9.094199999999999,-0.4794,relPos,-24.208203516254144,89.4569,89.7284,238.649
-9.6213,-9.094199999999999,-0.4794,relPos,-24.173036629346136,89.4569,89.7284,238.649
-9.6213,-9.094199999999999,-0.4794,relPos,-24.190376815606143,89.4569,89.7284,238.649
