Dist_N,Dist_E,Dist_D,PowerRx,XZ,YZ,MAG
0.2788,-8.3247,43.148199999999996,-60.15747514029098,357.691,243.435,223.386
0.2805,-8.2956,43.0822,-59.81329408612914,357.682,253.301,223.556
0.26239999999999997,-8.2674,42.9996,-59.85775531837013,357.23,247.38,223.116
0.2234,-8.3107,43.0602,-59.97068572947309,357.93,246.038,223.246
0.33039999999999997,-8.2813,42.9808,-60.13811321350815,357.922,240.945,223.251
0.31679999999999997,-8.244299999999999,42.9066,-60.141866469276806,357.7,243.435,223.211
0.3064,-8.2316,42.9608,-60.01594413301444,357.44,254.745,223.549
0.3045,-8.151,42.83520000000001,-60.13913271247198,357.481,241.39,223.203
0.2589,-8.2501,43.0975,-59.83424164580196,357.481,241.39,223.203
0.2416,-8.2229,43.035,-60.13406784376727,,,
0.3178,-8.151900000000001,42.8706,-60.206109732004165,357.23,255.964,223.511
0.33799999999999997,-8.1408,42.8816,-59.96850883592806,357.47,264.806,223.599
0.2071,-8.0969,42.7298,-59.76739263396368,357.219,260.538,223.333
0.095,-8.015,42.5042,-60.03061833155251,357.46,259.695,223.333
0.1448,-7.998099999999999,42.533500000000004,-60.0694384289486,357.7,243.435,223.378
0.2636,-7.9293,42.4806,-59.920829975671886,356.539,248.199,223.464
0.2755,-7.8839999999999995,42.3041,-59.88294456765275,357.47,250.017,222.934
0.2495,-7.8335,42.1152,-59.94834972555764,356.999,252.897,223.288
0.2691,-7.7935,42.0721,-60.12924284753381,357.47,259.695,223.288
0.306,-7.779299999999999,42.0039,-59.92728313164606,357.491,264.806,223.511
0.3062,-7.7658000000000005,41.9384,-60.15302267014664,357.691,248.199,223.331
0.27699999999999997,-7.6725,41.7262,-60.04967535678914,357.241,247.38,223.594
0.32130000000000003,-7.571000000000001,41.4141,-59.89271274241983,357.23,260.538,223.116
0.28559999999999997,-7.4829,41.2205,-60.23458725810669,357.691,248.199,223.466
0.2903,-7.294,40.8632,-60.128591824730826,357.241,260.538,223.457
0.217,-7.1743,40.5596,-59.98761960130109,,,
0.1223,-7.127000000000001,40.3806,-59.677807866965644,357.241,247.38,223.328
-0.0147,-7.0866,40.1766,-60.1215280836369,357.011,261.254,223.601
-0.0241,-7.0142,40.0377,-59.920994513427544,356.987,252.897,223.507
-0.0962,-7.0493,40.130500000000005,-59.943726299922766,357.241,260.538,223.24
-0.1597,-6.978899999999999,39.9921,-60.18163667529751,357.691,253.301,223.256
-0.256,-6.8541,39.7337,-60.04010649221566,357.946,257.471,223.113
-0.2029,-6.8203,39.6049,-59.87794884197976,356.782,254.055,223.341
-0.07,-6.6776,39.2586,-60.0245458207203,357.691,248.199,223.164
0.0362,-6.5592,39.0255,-60.14893305674768,357.45,250.017,223.468
0.053099999999999994,-6.3836,38.6956,-60.076197104839906,357.922,257.471,223.424
0.08810000000000001,-6.278300000000001,38.3755,-60.079715852908144,356.782,261.87,223.513
0.1643,-6.2238999999999995,38.2519,-60.33890817432784,356.769,261.87,223.291
0.1973,-6.247000000000001,38.2493,-59.96200396608505,357.682,253.301,223.294
