R_N/Lon,R_E/Lat,R_D/Hgt,PosType,PowerRx,XZ,YZ,MAG
-10.1351,-8.8568,-0.5162,relPos,-25.47032048005898,83.3979,94.2364,237.301
-10.1351,-8.8568,-0.5162,relPos,-25.44585064827581,83.3979,94.2364,237.301
-10.1351,-8.8568,-0.5162,relPos,-25.24013179576279,83.3979,94.2364,238.393
-10.1351,-8.8568,-0.5162,relPos,-25.330591079573125,83.3979,94.2364,238.393
-10.1351,-8.8568,-0.5162,relPos,-25.082249379984063,83.3979,94.2364,238.393
-10.1351,-8.8568,-0.5162,relPos,-25.05683890604861,83.3979,94.2364,238.393
-10.1351,-8.8568,-0.5162,relPos,-25.166045329575468,83.3979,94.2364,238.393
-10.1351,-8.8568,-0.5162,relPos,-24.934339400225674,82.0628,90.8263,238.393
-10.1351,-8.8568,-0.5162,relPos,-24.821568484867548,82.0628,90.8263,238.832
-10.1351,-8.8568,-0.5162,relPos,-24.90316088177481,82.0628,90.8263,238.832
-10.1351,-8.8568,-0.5162,relPos,-24.949980995940535,82.0628,90.8263,238.832
-10.1351,-8.8568,-0.5162,relPos,-24.857185902583197,82.0628,90.8263,238.832
-10.1351,-8.8568,-0.5162,relPos,-24.69061244267358,82.0628,90.8263,238.832
-10.1351,-8.8568,-0.5162,relPos,-24.73103923604522,82.0628,90.8263,239.657
-10.1351,-8.8568,-0.5162,relPos,-24.658954215474257,82.0628,90.8263,239.657
-10.141399999999999,-8.8718,-0.5095000000000001,relPos,-24.584745487253375,84.9263,90.2677,239.657
-10.141399999999999,-8.8718,-0.5095000000000001,relPos,-24.680661103720993,84.9263,90.2677,239.657
-10.141399999999999,-8.8718,-0.5095000000000001,relPos,-24.617055389797287,84.9263,90.2677,239.657
-10.141399999999999,-8.8718,-0.5095000000000001,relPos,-24.725928999834636,84.9263,90.2677,239.191
-10.141399999999999,-8.8718,-0.5095000000000001,relPos,-24.498347115653306,84.9263,90.2677,239.191
-10.141399999999999,-8.8718,-0.5095000000000001,relPos,-24.620992033187793,84.9263,90.2677,239.191
-10.141399999999999,-8.8718,-0.5095000000000001,relPos,-24.476079820840383,84.9263,90.2677,239.191
-10.141399999999999,-8.8718,-0.5095000000000001,relPos,-24.5269932977534,84.9263,90.2677,239.191
-10.141399999999999,-8.8718,-0.5095000000000001,relPos,-24.533007304629336,89.3013,88.1374,239.191
-10.141399999999999,-8.8718,-0.5095000000000001,relPos,-24.56755808848444,89.3013,88.1374,239.863
-10.141399999999999,-8.8718,-0.5095000000000001,relPos,-24.711464115415215,89.3013,88.1374,239.863
-10.141399999999999,-8.8718,-0.5095000000000001,relPos,-24.740420385315915,89.3013,88.1374,239.863
-10.141399999999999,-8.8718,-0.5095000000000001,relPos,-24.915304703767227,89.3013,88.1374,239.863
-10.141399999999999,-8.8718,-0.5095000000000001,relPos,-24.98102190996445,89.3013,88.1374,239.863
-10.141399999999999,-8.8718,-0.5095000000000001,relPos,-24.893371229246306,89.3013,88.1374,240.199
-10.141399999999999,-8.8718,-0.5095000000000001,relPos,-25.113493851483906,89.3013,88.1374,240.199
-10.141399999999999,-8.8718,-0.5095000000000001,relPos,-25.287066046674582,90.2968,91.484,240.199
-10.1587,-8.9063,-0.5354,relPos,-25.20311507826776,90.2968,91.484,240.199
-10.1587,-8.9063,-0.5354,relPos,-25.221549928215452,90.2968,91.484,240.199
-10.1587,-8.9063,-0.5354,relPos,-25.340182008971542,90.2968,91.484,240.725
-10.1587,-8.9063,-0.5354,relPos,-25.437774978521723,90.2968,91.484,240.725
-10.1587,-8.9063,-0.5354,relPos,-25.453030016275253,90.2968,91.484,240.725
-10.1587,-8.9063,-0.5354,relPos,-25.54763317217107,90.2968,91.484,240.725
-10.1587,-8.9063,-0.5354,relPos,-25.61844157654854,90.2968,91.484,240.725
-10.1587,-8.9063,-0.5354,relPos,-25.80983443828998,90.2893,90.868,240.725
-10.1587,-8.9063,-0.5354,relPos,-25.801823093348887,90.5787,90.868,240.387
-10.1587,-8.9063,-0.5354,relPos,-25.723166887919845,90.5787,90.868,240.387
-10.1587,-8.9063,-0.5354,relPos,-25.772302413483942,90.5787,90.868,240.387
-10.1587,-8.9063,-0.5354,relPos,-25.85726429091366,90.5787,90.868,240.387
-10.1587,-8.9063,-0.5354,relPos,-25.9178645144601,90.5787,90.868,240.387
-10.1587,-8.9063,-0.5354,relPos,-25.845745818108895,90.5787,90.868,239.48
-10.1587,-8.9063,-0.5354,relPos,-25.907079261805475,90.5787,90.868,239.48
-10.1587,-8.9063,-0.5354,relPos,-25.982629374590545,90.5787,90.868,239.48
-10.158,-8.9199,-0.5518,relPos,-26.134856331925207,87.9904,89.4974,239.48
-10.158,-8.9199,-0.5518,relPos,-26.140638388872226,87.9904,89.4974,239.48
-10.158,-8.9199,-0.5518,relPos,-26.257411418331674,87.9904,89.4974,239.48
-10.158,-8.9199,-0.5518,relPos,-26.132815336699075,87.9904,89.4974,238.671
-10.158,-8.9199,-0.5518,relPos,-26.07603553149838,87.9904,89.4974,238.671
-10.158,-8.9199,-0.5518,relPos,-25.990457907307885,87.9904,89.4974,238.671
-10.158,-8.9199,-0.5518,relPos,-25.86538061026813,87.9904,89.4974,238.671
-10.158,-8.9199,-0.5518,relPos,-25.69520006227604,87.9904,89.4974,238.671
-10.158,-8.9199,-0.5518,relPos,-25.535593970619274,87.1505,90.2592,238.717
-10.158,-8.9199,-0.5518,relPos,-25.458424562575892,87.1505,90.2592,238.717
-10.158,-8.9199,-0.5518,relPos,-25.278479623280855,87.1505,90.2592,238.717
-10.158,-8.9199,-0.5518,relPos,-25.482785968235284,87.1505,90.2592,238.717
-10.158,-8.9199,-0.5518,relPos,-25.69548011693573,87.1505,90.2592,238.717
-10.158,-8.9199,-0.5518,relPos,-25.84063267553589,87.1505,90.2592,238.717
-10.158,-8.9199,-0.5518,relPos,-25.743437796402837,87.1505,90.2592,238.383
-10.158,-8.9199,-0.5518,relPos,-25.844267799881457,87.1505,90.2592,238.383
-10.158,-8.9199,-0.5518,relPos,-25.492881431573462,84.3693,94.5632,238.383
-10.158,-8.9199,-0.5518,relPos,-25.362182134118065,84.3693,94.5632,238.383
-10.158,-8.9199,-0.5518,relPos,-25.245147585821822,84.3693,94.5632,238.383
-10.158,-8.9158,-0.579,relPos,-25.2877070404457,84.3693,94.5632,238.774
-10.158,-8.9158,-0.579,relPos,-25.338176750417055,84.3693,94.5632,238.774
-10.158,-8.9158,-0.579,relPos,-25.25404968070079,84.3693,94.5632,238.774
-10.158,-8.9158,-0.579,relPos,-25.330605744274422,84.3693,94.5632,238.774
-10.158,-8.9158,-0.579,relPos,-25.54684837829069,84.3693,94.5632,238.774
-10.158,-8.9158,-0.579,relPos,-25.726035483740425,82.4436,93.7946,237.93
-10.158,-8.9158,-0.579,relPos,-25.716641919052137,82.4436,93.7946,237.93
-10.158,-8.9158,-0.579,relPos,-25.739760944062592,82.4436,93.7946,237.93
-10.158,-8.9158,-0.579,relPos,-25.804159672488897,82.4436,93.7946,237.93
-10.158,-8.9158,-0.579,relPos,-25.982541167061175,82.4436,93.7946,237.93
-10.158,-8.9158,-0.579,relPos,-25.911822065201463,82.4436,93.7946,237.93
-10.158,-8.9158,-0.579,relPos,-26.007220808662886,82.4436,93.7946,237.541
-10.158,-8.9158,-0.579,relPos,-25.863644266542742,82.4436,93.7946,237.541
-10.158,-8.9158,-0.579,relPos,-25.759703497871953,88.5056,94.4749,237.541
-10.158,-8.9158,-0.579,relPos,-26.035523400736835,88.5056,94.4749,237.541
-10.158,-8.9158,-0.579,relPos,-26.018999318867703,88.5056,94.4749,237.541
-10.1726,-8.9146,-0.5985,relPos,-25.822539265533454,88.5056,94.4749,238.666
-10.1726,-8.9146,-0.5985,relPos,-26.042642445046425,88.5056,94.4749,238.666
-10.1726,-8.9146,-0.5985,relPos,-25.858299614045656,88.5056,94.4749,238.666
-10.1726,-8.9146,-0.5985,relPos,-26.013102285350186,88.5056,94.4749,238.666
-10.1726,-8.9146,-0.5985,relPos,-25.949270693502026,87.0157,94.8759,238.453
-10.1726,-8.9146,-0.5985,relPos,-25.964761874214794,87.0157,94.8759,238.453
-10.1726,-8.9146,-0.5985,relPos,-26.112630445027705,87.0157,94.8759,238.453
-10.1726,-8.9146,-0.5985,relPos,-26.12776031189,87.0157,94.8759,238.453
-10.1726,-8.9146,-0.5985,relPos,-25.79135734761639,87.0157,94.8759,239.275
-10.1726,-8.9146,-0.5985,relPos,-25.63176085025184,87.0157,94.8759,239.275
-10.1726,-8.9146,-0.5985,relPos,-25.751054581099545,90.2569,95.3797,239.275
-10.1726,-8.9146,-0.5985,relPos,-25.525123232005033,90.2569,95.3797,239.275
-10.1726,-8.9146,-0.5985,relPos,-25.341984074065227,90.2569,95.3797,239.275
-10.1726,-8.9146,-0.5985,relPos,-25.385782735822776,90.2569,95.3797,239.91
-10.1726,-8.9146,-0.5985,relPos,-25.687194013231665,90.2569,95.3797,239.91
-10.0841,-8.9695,-0.5222,relPos,-25.653089379022276,90.2569,95.3797,239.91
-10.0841,-8.9695,-0.5222,relPos,-25.485222043517023,90.2569,95.3797,239.91
-10.0841,-8.9695,-0.5222,relPos,-25.36571749376511,90.2569,95.3797,239.91
-10.0841,-8.9695,-0.5222,relPos,-25.33355694460502,86.1677,91.6444,239.755
-10.0841,-8.9695,-0.5222,relPos,-25.03374608606353,86.1677,91.6444,239.755
-10.0841,-8.9695,-0.5222,relPos,-24.930953302493386,86.1677,91.6444,239.755
-10.0841,-8.9695,-0.5222,relPos,-24.928083248006594,86.1677,91.6444,239.755
-10.0841,-8.9695,-0.5222,relPos,-24.850174393011496,86.1677,91.6444,239.755
-10.0841,-8.9695,-0.5222,relPos,-24.761672068280703,86.1677,91.6444,239.755
-10.0841,-8.9695,-0.5222,relPos,-24.617184211521177,86.1677,91.6444,240.161
-10.0841,-8.9695,-0.5222,relPos,-24.391204487583163,86.1677,91.6444,240.161
-10.0841,-8.9695,-0.5222,relPos,-24.438074011401536,86.7603,90.0,240.161
-10.0841,-8.9695,-0.5222,relPos,-24.330929031942624,86.7603,90.0,240.161
-10.0841,-8.9695,-0.5222,relPos,-24.204791736790433,86.7603,90.0,240.161
-10.0841,-8.9695,-0.5222,relPos,-24.106104850315067,86.7603,90.0,239.141
-10.0826,-9.0063,-0.5113,relPos,-24.20947342115825,86.7603,90.0,239.141
-10.0826,-9.0063,-0.5113,relPos,-24.08869152202666,86.7603,90.0,239.141
-10.0826,-9.0063,-0.5113,relPos,-24.036156112508028,86.7603,90.0,239.141
-10.0826,-9.0063,-0.5113,relPos,-24.28623328216386,86.7603,90.0,239.141
-10.0826,-9.0063,-0.5113,relPos,-24.220706848178818,86.7603,90.0,239.141
-10.0826,-9.0063,-0.5113,relPos,-24.312460086760343,85.4153,91.0809,239.349
-10.0826,-9.0063,-0.5113,relPos,-24.282988744122566,85.4153,91.0809,239.349
-10.0826,-9.0063,-0.5113,relPos,-24.201245622071742,85.4153,91.0809,239.349
-10.0826,-9.0063,-0.5113,relPos,-24.039936137508118,85.4153,91.0809,239.349
-10.0826,-9.0063,-0.5113,relPos,-24.207610665776457,85.4153,91.0809,239.349
-10.0826,-9.0063,-0.5113,relPos,-24.18101117684046,85.4153,91.0809,239.349
-10.0826,-9.0063,-0.5113,relPos,-24.164932910341697,85.4153,91.0809,239.787
-10.0826,-9.0063,-0.5113,relPos,-24.221101039324186,85.4153,91.0809,239.787
-10.0826,-9.0063,-0.5113,relPos,-24.280372438042694,85.8961,91.2844,239.787
-10.0826,-9.0063,-0.5113,relPos,-24.275069118513876,85.8961,91.2844,239.787
