R_N/Lon,R_E/Lat,R_D/Hgt,PosType,PowerRx,XZ,YZ,MAG
-74.082837,4.6392208,2542396,absPos,-59.9637662890813,18.7413,10.4516,303.086
-8.6723,-1.9363,38.478699999999996,relPos,-59.98166618084799,18.7413,10.4516,303.086
-8.6723,-1.9363,38.478699999999996,relPos,-60.13161412023269,18.7413,10.4516,303.362
-8.6723,-1.9363,38.478699999999996,relPos,-59.932627635184815,18.7413,10.5518,303.362
-8.6723,-1.9363,38.478699999999996,relPos,-60.16912327833062,18.7413,10.5518,303.362
-8.6723,-1.9363,38.478699999999996,relPos,-60.0265224762008,18.7413,10.5518,303.362
-8.6723,-1.9363,38.478699999999996,relPos,-59.97881520623994,18.7413,10.5518,303.362
-8.6723,-1.9363,38.478699999999996,relPos,-60.03114542613269,18.7413,10.5518,303.362
-8.6723,-1.9363,38.478699999999996,relPos,-60.055263039605734,18.7413,10.5518,303.8
-8.6723,-1.9363,38.478699999999996,relPos,-60.015537489994344,18.7413,10.5518,303.8
-8.6723,-1.9363,38.478699999999996,relPos,-59.948671750496906,18.7413,10.5518,303.8
-74.0828372,4.6392215,2542415,absPos,-60.10508666494303,19.3348,11.0409,303.8
-74.0828372,4.6392215,2542415,absPos,-60.00794277449967,19.3348,11.0409,303.8
-74.0828372,4.6392215,2542415,absPos,-59.70935487082616,19.3348,11.0409,303.415
-74.0828372,4.6392215,2542415,absPos,-59.965353297580926,19.3348,11.0409,303.415
-74.0828372,4.6392215,2542415,absPos,-59.94182593627958,19.3348,11.0409,303.415
-74.0828372,4.6392215,2542415,absPos,-60.28014653458263,19.3348,11.0409,303.415
-74.0828372,4.6392215,2542415,absPos,-59.992348852749146,19.3348,11.0409,303.415
-8.6035,-1.9591,38.4592,relPos,-60.00673602184602,19.3348,11.0409,303.415
-8.5524,-1.9911,38.4734,relPos,-60.04680965738768,19.3348,11.0409,303.5
-8.5524,-1.9911,38.4734,relPos,-60.2364533350664,19.0412,10.7715,303.5
-8.5524,-1.9911,38.4734,relPos,-59.81199837054636,19.0412,10.7715,303.5
-8.5524,-1.9911,38.4734,relPos,-60.19580840288469,19.0412,10.7715,303.5
-8.5524,-1.9911,38.4734,relPos,-59.870216671356395,19.0412,10.7715,303.5
-8.5524,-1.9911,38.4734,relPos,-59.97798002028989,19.0412,10.7715,303.608
-8.5524,-1.9911,38.4734,relPos,-60.14472413909091,19.0412,10.7715,303.608
-8.5524,-1.9911,38.4734,relPos,-60.00195156928886,19.0412,10.7715,303.608
-8.5524,-1.9911,38.4734,relPos,-60.09849503585602,19.0412,10.7715,303.608
-8.5524,-1.9911,38.4734,relPos,-59.78992547670256,19.7811,11.4184,303.608
