Timestamp,R_N/Lon,R_E/Lat,R_D/Hgt,accN/hMSL,accE/hAcc,accD/vAcc,PosType,PowerRx,Bearing,Roll_XZ,Pitch_YZ,cal_stat_aim,Temp
2025-11-12 10:20:32.097,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.26156324408919,357.5,-12.0,2.0,2.0,30.0
2025-11-12 10:20:32.205,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.250271525424154,357.5,-12.0,2.0,2.0,30.0
2025-11-12 10:20:32.312,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.30669814958689,357.5,-12.0,2.0,2.0,30.0
2025-11-12 10:20:32.420,-74.082864035,4.63945007,2608581.1,2603906.7,1268.6,1950.5,absPos,-60.23467064107962,357.5,-12.0,2.0,2.0,30.0
2025-11-12 10:20:32.526,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.17789037819618,357.5,-12.0,2.0,2.0,30.0
2025-11-12 10:20:32.634,-74.082863966,4.639449554,2608512.6,2603838.2,1267.1,1950.2,absPos,-60.33230398436637,357.5,-12.0,2.0,2.0,30.0
2025-11-12 10:20:32.740,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.415209499463316,357.5,-12.0,2.0,2.0,30.0
2025-11-12 10:20:32.846,-74.082864002,4.639449166,2608465.9,2603791.4,1265.8,1950.3,absPos,-60.25354721784407,357.5,-12.0,2.0,2.0,30.0
2025-11-12 10:20:32.953,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.47152266535463,357.5,-12.0,2.0,2.0,30.0
2025-11-12 10:20:33.060,-74.082863974,4.639448724,2608403.7,2603729.3,1264.6,1950.4,absPos,-60.31058942437631,357.5,-12.0,2.0,2.0,30.0
2025-11-12 10:20:33.166,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.29325942734239,357.5,-12.0,2.0,2.0,30.0
2025-11-12 10:20:33.272,-74.082863968,4.639448227,2608351.2,2603676.7,1263.3,1950.5,absPos,-60.28986920467116,357.5,-12.0,2.0,2.0,30.0
2025-11-12 10:20:33.380,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.148095161444424,357.5,-12.0,2.0,2.0,30.0
2025-11-12 10:20:33.486,-74.082864001,4.639447462,2608263.5,2603589.1,1261.2,1949.8,absPos,-60.244333706492114,357.5,-12.0,2.0,2.0,30.0
2025-11-12 10:20:33.592,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.19242112226321,357.5,-12.0,2.0,2.0,30.0
2025-11-12 10:20:33.698,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.16884608247965,357.5,-12.0,2.0,2.0,30.0
2025-11-12 10:20:33.806,-74.082863963,4.639446762,2608163.1,2603488.7,1258.8,1949.3,absPos,-60.20561306073943,357.5,-12.0,2.0,2.0,30.0
2025-11-12 10:20:33.912,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.257768022806744,357.5,-12.0,2.0,2.0,30.0
2025-11-12 10:20:34.017,-74.082863987,4.639446281,2608097.4,2603423.0,1257.3,1949.3,absPos,-60.17553515946133,357.5,-12.0,2.0,2.0,30.0
2025-11-12 10:20:34.124,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.010605059883346,357.5,-12.0,2.0,2.0,30.0
2025-11-12 10:20:34.231,-74.082863918,4.63944559,2607998.5,2603324.0,1256.0,1949.8,absPos,-60.19149191322738,357.5,-12.0,2.0,2.0,30.0
2025-11-12 10:20:34.338,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.152214666257976,357.5,-12.0,2.0,2.0,30.0
2025-11-12 10:20:34.445,-74.082863889,4.639444897,2607913.9,2603239.4,1255.1,1950.5,absPos,-60.15077290622361,357.5,-12.0,2.0,2.0,30.0
2025-11-12 10:20:34.551,0.0,0.0,0.0,0.0,0.0,0.0,relPos,-60.23890443059781,357.5,-12.0,2.0,2.0,30.0
