disN,disE,disD
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.47350000000000003,0.13369999999999999,2.2163999999999997
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
0.474,0.1232,2.2232
