XZ,YZ,MAG,PowerRx
358.377,270.0,242.511,-inf
358.377,270.0,242.511,-26.045227705602002
358.377,270.0,242.511,-26.071412883842232
358.377,270.0,242.511,-25.986990864379884
358.377,270.0,242.511,-26.001835058804616
358.377,270.0,242.511,-26.027739887419937
358.377,270.0,242.511,-25.964074132320505
358.84,258.69,242.511,-25.915317430530685
358.84,258.69,242.511,-25.9433234853839
358.84,258.69,242.511,-25.863718876029246
358.84,258.69,243.979,-25.94572902142402
358.84,258.69,243.979,-25.867788741121984
358.84,258.69,243.979,-25.868364743324754
358.84,258.69,243.979,-25.873648489270668
358.84,258.69,243.979,-25.90846253720887
358.84,258.69,243.979,-25.91207551529802
357.938,276.34,243.997,-25.85110420800639
357.938,276.34,243.997,-25.90001606012735
357.938,276.34,243.997,-25.819569548902564
357.938,276.34,243.997,-25.830359569527857
357.938,276.34,243.997,-25.850635018016966
357.938,276.34,243.997,-25.770826741188696
357.938,276.34,243.806,-25.81194162025423
357.938,276.34,243.806,-25.77595340732978
357.938,276.34,243.806,-25.76219187110087
357.7,258.69,243.806,-25.787228122240343
357.7,258.69,243.806,-25.770682113137514
357.7,258.69,241.756,-25.77989828572231
357.7,258.69,241.756,-25.722161391613646
357.7,258.69,241.756,-25.729925801847
357.7,258.69,241.756,-25.76989605083376
357.7,258.69,241.756,-25.749599884677394
357.7,258.69,241.756,-25.717728654717558
357.7,258.69,241.756,-25.724948084664398
358.152,270.0,241.756,-25.74417211734587
358.152,270.0,241.756,-25.70926967286127
358.152,270.0,241.756,-25.724890462943954
358.152,270.0,241.756,-25.74617268066357
358.152,270.0,241.756,-25.75139670981273
358.152,270.0,244.344,-25.791869100389405
358.152,270.0,244.344,-25.776514966790206
358.152,270.0,244.344,-25.818076283297682
358.152,270.0,244.344,-25.789267317418204
358.377,254.055,244.344,-25.78828042867327
358.377,254.055,244.344,-25.77798492360374
358.377,254.055,243.8,-25.80875378413989
358.377,254.055,243.8,-25.82741690269141
358.377,254.055,243.8,-25.84932641598998
358.377,254.055,243.8,-25.849198590795588
358.377,254.055,243.8,-25.870100533912517
358.377,254.055,243.8,-25.83529590246329
358.377,254.055,244.006,-25.847448784598598
358.145,255.964,244.006,-25.871698758178137
358.145,255.964,244.006,-25.831031781550923
358.145,255.964,244.006,-25.873350353394407
358.145,255.964,244.006,-25.86825539465899
358.145,255.964,243.988,-25.854227436123868
358.145,255.964,243.988,-25.85620633463678
358.145,255.964,243.988,-25.893181820230964
358.145,255.964,243.988,-25.82146510432782
358.614,270.0,243.988,-25.83392798356997
358.614,270.0,243.988,-25.83970678986299
358.614,270.0,244.016,-25.84603186592867
358.614,270.0,244.016,-25.792030264638367
358.614,270.0,244.016,-25.79608340093
358.614,270.0,244.016,-25.822401116606713
358.614,270.0,244.016,-25.83049652005336
358.614,270.0,243.246,-25.834102824539208
358.614,270.0,243.246,-25.78526076328528
358.16,262.875,243.246,-25.81488924680277
358.16,262.875,243.246,-25.79029614441735
358.16,262.875,243.246,-25.76292127034735
358.16,262.875,243.246,-25.730934516508917
358.16,262.875,244.555,-25.743084911130172
358.16,262.875,244.555,-25.766879598835608
358.16,262.875,244.555,-25.7306304114238
358.16,262.875,244.555,-25.72263059425311
358.16,262.875,244.555,-25.732201298337372
358.845,239.036,244.555,-25.697931013819755
358.845,239.036,243.806,-25.762749748077734
358.845,239.036,243.806,-25.71805166329147
358.845,239.036,243.806,-25.792120922156716
358.845,239.036,243.806,-25.716548109504682
358.845,239.036,243.806,-25.757320758639196
358.845,239.036,243.8,-25.7816024184245
358.845,239.036,243.8,-25.7655063594624
358.377,261.87,243.8,-25.73676250158027
358.377,261.87,243.8,-25.704919177931103
358.377,261.87,243.8,-25.757576771401276
358.377,261.87,243.8,-25.793430150958315
358.377,261.87,243.619,-25.716417533759113
358.377,261.87,243.619,-25.77740787635751
358.377,261.87,243.619,-25.719248654871176
358.377,261.87,243.619,-25.779221506694682
358.377,261.87,243.619,-25.706206609619944
358.383,254.055,243.252,-25.7441374857262
358.383,254.055,243.252,-25.732167235141944
358.383,254.055,243.252,-25.74404213159767
358.383,254.055,243.252,-25.716397735613373
358.383,254.055,243.252,-25.651261248999376
358.383,254.055,243.252,-25.70319974948367
358.383,254.055,243.435,-25.709496042316214
358.383,254.055,243.435,-25.696758652775394
358.16,277.125,243.435,-25.712950463561477
358.16,277.125,243.435,-25.7551357471285
358.16,277.125,243.435,-25.722479065524816
358.16,277.125,243.806,-25.691999715067936
358.16,277.125,243.806,-25.741309536447293
358.16,277.125,243.806,-25.737748172800302
358.16,277.125,243.806,-25.763145688879835
358.16,277.125,243.806,-25.792443755037134
358.16,277.125,243.806,-25.737630695194426
358.383,270.0,241.617,-25.742709764819132
358.383,270.0,241.617,-25.751994549396375
358.383,270.0,241.617,-25.778821228384537
358.383,270.0,241.617,-25.735389281806917
358.383,270.0,241.617,-25.80585891781764
358.383,270.0,241.617,-25.795178963600577
358.383,270.0,241.617,-25.78601224956655
358.383,270.0,241.617,-25.787804079876373
358.152,262.875,241.617,-25.796511682189728
358.152,262.875,241.617,-25.814311132565642
358.152,262.875,241.617,-25.798156059984603
358.152,262.875,243.622,-25.821298980813545
358.152,262.875,243.622,-25.798198330238332
358.152,262.875,243.622,-25.819568100755728
358.152,262.875,243.622,-25.795170323387904
358.152,262.875,243.622,-25.800652151014212
358.152,262.875,244.191,-25.788984983943656
358.16,249.444,244.191,-25.80414620434375
358.16,249.444,244.191,-25.843588682257316
358.16,249.444,244.191,-25.798352043720158
358.16,249.444,244.191,-25.835776520158127
358.16,249.444,244.191,-25.749891545036114
358.16,249.444,242.319,-25.779639040586897
358.16,249.444,242.319,-25.802826528688605
358.16,249.444,242.319,-25.766718411445343
358.377,246.801,242.319,-25.726949260628217
358.377,246.801,242.319,-25.842605387764813
358.377,246.801,243.619,-25.792749341104933
358.377,246.801,243.619,-25.791876774741837
358.377,246.801,243.619,-25.803301642675702
358.377,246.801,243.619,-25.865798704571816
358.377,246.801,243.619,-25.856166903604766
358.377,246.801,243.619,-25.877372512962427
358.137,270.0,245.136,-25.840359108883405
358.137,270.0,245.136,-25.802328388060445
358.137,270.0,245.136,-25.885815214212702
358.137,270.0,245.136,-25.814646226938965
358.137,270.0,245.136,-25.831104864866646
358.137,270.0,242.48,-25.799331134139052
358.137,270.0,242.48,-25.78522915485749
358.137,270.0,242.48,-25.753067350263848
358.137,270.0,242.48,-25.79928885285826
358.37,254.055,242.48,-25.821692085680823
358.37,254.055,242.48,-25.78551842844441
358.37,254.055,243.249,-25.772006379484793
358.37,254.055,243.249,-25.778766713046238
358.37,254.055,243.249,-25.787901358131677
358.37,254.055,243.249,-25.7725230196821
358.37,254.055,243.249,-25.757467321719364
358.37,254.055,243.249,-25.69997002374746
358.37,254.055,243.252,-25.724221729065174
358.614,260.538,243.252,-25.811933428495802
358.614,260.538,243.252,-25.744701588546558
358.614,260.538,243.252,-25.761690748103618
358.614,260.538,243.252,-25.743236211922472
358.614,260.538,244.908,-25.765234623969455
358.614,260.538,244.908,-25.716375109271613
358.614,260.538,244.908,-25.808598739070085
358.614,260.538,244.908,-25.82048487430752
358.62,251.565,244.908,-25.84887637135489
358.62,251.565,244.908,-25.855628048711132
358.62,251.565,244.191,-25.834687454740582
358.62,251.565,244.191,-25.886788241783158
358.62,251.565,244.191,-25.81617352398485
358.62,251.565,244.191,-25.776474818852794
358.62,251.565,244.191,-25.760427717410515
358.62,251.565,242.526,-25.782214002456193
358.62,251.565,242.526,-25.86235660149893
357.93,270.0,242.526,-25.828854366203636
357.93,270.0,242.526,-25.851916293885147
357.93,270.0,242.526,-25.851916293885147
357.93,270.0,242.526,-25.851916293885147
357.93,270.0,244.006,-25.851916293885147
357.93,270.0,244.006,-25.851916293885147
357.93,270.0,244.006,-25.851916293885147
357.93,270.0,244.006,-25.851916293885147
357.93,270.0,244.006,-25.851916293885147
358.603,251.565,244.006,-25.851916293885147
358.603,251.565,243.435,-25.87827074657391
358.603,251.565,243.435,-25.8947419037961
358.603,251.565,243.435,-25.879143228630937
358.603,251.565,243.435,-25.926394293838126
358.603,251.565,243.622,-25.880858854502257
358.603,251.565,243.622,-25.837936564899824
358.137,243.435,243.622,-25.876693579469997
358.137,243.435,243.622,-25.837747027289822
358.137,243.435,243.622,-25.86020435717433
358.137,243.435,243.622,-25.921665210316714
358.137,243.435,243.8,-25.838522681100674
358.137,243.435,243.8,-25.889849430486667
358.137,243.435,243.8,-25.85088540843969
358.137,243.435,243.8,-25.862306389809113
358.137,243.435,243.8,-25.878500716419758
358.37,254.055,243.8,-25.891799476088742
358.37,254.055,243.8,-25.89276697260273
358.37,254.055,243.8,-25.819597546503008
358.37,254.055,243.8,-25.86347554654828
358.37,254.055,243.8,-25.858213895892305
358.37,254.055,243.8,-25.879307174995283
358.37,254.055,243.8,-25.88786838611377
358.37,254.055,243.041,-25.859035593494152
358.37,254.055,243.041,-25.857827698150576
357.922,263.66,243.041,-25.851205831998456
357.922,263.66,243.041,-25.829078831446953
357.922,263.66,243.041,-25.84136275601101
357.922,263.66,241.422,-25.820873076880222
357.922,263.66,241.422,-25.756513322825022
