XZ,YZ,MAG,PowerRx
358.383,261.87,241.352,-inf
358.383,261.87,241.352,-23.501880252749704
358.383,261.87,241.352,-23.361833698706576
358.383,261.87,241.352,-23.261980911671
358.383,261.87,241.352,-23.245658910265796
358.383,261.87,241.352,-23.165262532572694
358.383,261.87,240.593,-23.157102853812287
358.145,262.875,240.593,-23.141880352414418
358.145,262.875,240.593,-23.166845939273507
358.145,262.875,240.593,-23.144753292335164
358.145,262.875,240.593,-23.12765446961402
358.145,262.875,241.169,-23.157168225248373
358.145,262.875,241.169,-23.16951070891279
358.145,262.875,241.169,-23.119790100103778
358.145,262.875,241.169,-23.145237515884766
358.39,270.0,241.169,-23.118218570876337
358.39,270.0,241.169,-23.012391860556683
358.39,270.0,241.169,-23.078727516900987
358.39,270.0,241.169,-23.10968113700134
358.39,270.0,241.169,-23.158350310566583
358.39,270.0,241.169,-23.11192778337492
358.39,270.0,241.169,-23.170217219135832
358.39,270.0,240.081,-23.182708682621108
358.39,270.0,240.081,-23.16885308108192
358.39,270.0,240.081,-23.099125776655022
358.396,278.13,240.081,-23.131301124354735
358.396,278.13,240.081,-23.147484372818642
358.396,278.13,240.081,-23.10640173369923
358.396,278.13,239.744,-23.10824848501282
358.396,278.13,239.744,-23.122772203131415
358.396,278.13,239.744,-23.141954875745267
358.396,278.13,239.744,-23.11120274812771
358.396,278.13,239.744,-23.07488173453111
358.145,262.875,239.744,-23.16788596173894
358.145,262.875,241.169,-23.100634401587328
358.145,262.875,241.169,-23.073900170754108
358.145,262.875,241.169,-23.11657144734085
358.145,262.875,241.169,-23.098593779755106
358.145,262.875,241.169,-23.17346591764737
358.145,262.875,241.169,-23.09805049809627
358.145,262.875,241.169,-23.101522376597426
358.145,262.875,241.169,-23.112172076615373
358.396,261.87,241.169,-23.174634595040256
358.396,261.87,241.169,-23.12263004060472
358.396,261.87,241.169,-23.04060842423017
358.396,261.87,241.169,-23.11472607416038
358.396,261.87,241.169,-23.1260712653808
358.396,261.87,241.169,-23.100455279798577
358.396,261.87,241.169,-23.12988419050965
358.396,261.87,241.169,-23.135405355483112
358.614,279.462,242.412,-23.097511926955185
358.614,279.462,242.412,-23.147609870080853
358.614,279.462,242.412,-23.119820432090098
358.614,279.462,242.412,-23.154087424059696
358.614,279.462,242.412,-23.050096161331695
358.614,279.462,241.574,-23.074885326651238
358.614,279.462,241.574,-23.113745302290035
358.614,279.462,241.574,-23.122536651696457
358.377,270.0,241.574,-23.136283293737687
358.377,270.0,241.574,-23.051485765776462
358.377,270.0,241.574,-23.07894734943751
358.377,270.0,241.982,-23.113816755484237
358.377,270.0,241.982,-23.018885486033508
358.377,270.0,241.982,-23.058425639897244
358.377,270.0,241.982,-23.079255544625607
358.377,270.0,241.982,-23.1081745378276
358.377,270.0,241.982,-23.134039621822048
358.614,270.0,239.808,-23.1298218269343
358.614,270.0,239.808,-23.13142641477853
358.614,270.0,239.808,-23.15084587275755
358.614,270.0,239.808,-23.13062222749034
358.614,270.0,239.808,-23.127952374909448
358.614,270.0,239.808,-23.056536585217046
358.614,270.0,240.141,-23.077635709889176
358.614,270.0,240.141,-23.087315932269142
358.614,270.0,240.141,-23.095571767471196
358.39,254.055,240.141,-23.168735620563815
358.39,254.055,240.141,-23.123332597101953
358.39,254.055,243.027,-23.1348441820731
358.39,254.055,243.027,-23.043188422888687
358.39,254.055,243.027,-23.122441448959854
358.39,254.055,243.027,-23.07391966646371
358.39,254.055,243.027,-23.112487814931306
358.39,254.055,243.027,-23.081943933943123
358.39,254.055,240.814,-23.108487917055015
358.383,270.0,240.814,-23.141803224719325
358.383,270.0,240.814,-23.07395660594296
358.383,270.0,240.814,-23.08931470482298
358.383,270.0,240.814,-23.114481119357556
358.383,270.0,240.814,-23.081455666189036
358.383,270.0,240.719,-23.120112874415053
358.383,270.0,240.719,-23.1075075187255
358.383,270.0,240.719,-23.0986118387171
358.383,270.0,240.719,-23.15755393675172
357.682,258.69,240.719,-23.12723634582269
357.682,258.69,242.412,-23.084353182420774
357.682,258.69,242.412,-23.075588413075614
357.682,258.69,242.412,-23.094887090885592
357.682,258.69,242.412,-23.10974424662038
357.682,258.69,242.412,-23.09265233186695
357.682,258.69,242.412,-23.068824004503064
357.682,258.69,239.91,-23.07305065325029
358.39,278.13,239.91,-23.044016832753922
358.39,278.13,239.91,-23.13529556063562
358.39,278.13,239.91,-23.158821665273507
358.39,278.13,239.91,-23.11262550472884
358.39,278.13,239.91,-23.09056343931382
358.39,278.13,241.607,-23.086986066243405
358.39,278.13,241.607,-23.10873098252191
358.39,278.13,241.607,-23.112854824870496
358.39,278.13,241.607,-23.111985750019
359.301,270.0,241.607,-23.102297954465204
359.301,270.0,241.607,-23.11497596301026
359.301,270.0,240.814,-23.12276960888304
359.301,270.0,240.814,-23.1315493692686
359.301,270.0,240.814,-23.17693533022738
359.301,270.0,240.814,-23.125367487006372
359.301,270.0,240.814,-23.11730282056076
359.301,270.0,240.814,-23.08846577041264
359.301,270.0,240.199,-23.156375989743793
358.608,270.0,240.199,-23.099749704737476
358.608,270.0,240.199,-23.097590335457742
358.608,270.0,240.199,-23.150577984907592
358.608,270.0,240.199,-23.084198901110845
358.608,270.0,241.763,-23.137415976554166
358.608,270.0,241.763,-23.12802458171079
358.608,270.0,241.763,-23.12802458171079
358.608,270.0,241.763,-23.143672393512027
358.145,270.0,241.763,-23.08692019896157
358.145,270.0,240.945,-23.11815430139613
358.145,270.0,240.945,-23.10835087550179
358.145,270.0,240.945,-23.081495753472993
358.145,270.0,240.945,-23.10232635708261
358.145,270.0,240.945,-23.078072707879286
358.145,270.0,240.945,-23.11464424839773
358.145,270.0,240.255,-23.079436362649034
358.145,270.0,240.255,-23.07920058154799
358.614,279.462,240.255,-23.087850666930624
358.614,279.462,240.255,-23.125956513946825
358.614,279.462,240.255,-23.126735429389814
358.614,279.462,240.255,-23.061885926083285
358.614,279.462,241.352,-23.096250363719264
358.614,279.462,241.352,-23.06946768252718
358.614,279.462,241.352,-23.118103508447533
358.614,279.462,241.352,-23.03749369013199
359.307,270.0,241.352,-23.14561304142787
359.307,270.0,240.141,-23.068198867174377
359.307,270.0,240.141,-23.103612932203944
359.307,270.0,240.141,-23.124596343322494
359.307,270.0,240.141,-23.159385945703235
359.307,270.0,240.141,-23.106683452103795
359.307,270.0,240.141,-23.061526779113947
359.307,270.0,239.421,-23.10489833842272
359.307,270.0,239.421,-23.123747231405485
358.62,270.0,239.421,-23.097386579460654
358.62,270.0,239.421,-23.03857443299485
358.62,270.0,239.421,-23.102494710955742
358.62,270.0,239.421,-23.158240980324592
358.62,270.0,240.542,-23.046208346346493
358.62,270.0,240.542,-23.138844223402437
358.62,270.0,240.542,-23.084321297167417
358.62,270.0,240.542,-23.11705383412782
358.62,270.0,240.542,-23.136249463546417
358.62,270.0,240.542,-23.12780328984456
358.608,270.0,239.58,-23.08482223126215
358.608,270.0,239.58,-23.091421025780868
358.608,270.0,239.58,-23.141360548664913
358.608,270.0,239.58,-23.134664944464348
358.608,270.0,239.58,-23.13208437880173
358.608,270.0,239.58,-23.160364519511518
358.608,270.0,242.393,-23.114977775728022
358.608,270.0,242.393,-23.112815482405562
358.608,270.0,242.393,-23.193651354531795
358.603,243.435,242.393,-23.06564544967179
358.603,243.435,242.393,-23.13642642438601
358.603,243.435,242.393,-23.129629544880906
358.603,243.435,237.704,-23.102396589806844
358.603,243.435,237.704,-23.105358759310004
358.603,243.435,237.704,-23.14534990936118
358.603,243.435,237.704,-23.153918626064772
358.603,243.435,237.704,-23.132381808134458
358.377,254.055,241.39,-23.09021684731142
358.377,254.055,241.39,-23.06603515213013
358.377,254.055,241.39,-23.113237914870307
358.377,254.055,241.39,-23.12515359836148
358.377,254.055,241.39,-23.09885228805287
358.377,254.055,241.54,-23.09501906833532
358.377,254.055,241.54,-23.063818257656024
358.377,254.055,241.54,-23.100137318105617
358.377,254.055,241.54,-23.080088294670684
358.845,281.31,241.54,-23.128520971029186
358.845,281.31,241.54,-23.113465973003922
358.845,281.31,241.352,-23.05584730533578
358.845,281.31,241.352,-23.086097971189744
358.845,281.31,241.352,-23.080392974157515
358.845,281.31,241.352,-23.14002263331785
358.845,281.31,241.352,-23.124456197276313
358.845,281.31,241.352,-23.1334742037391
358.597,270.0,241.468,-23.050584487984583
358.597,270.0,241.468,-23.052319844015635
358.597,270.0,241.468,-23.09572542207681
358.597,270.0,241.468,-23.061452088460687
358.597,270.0,241.468,-23.126283122148106
358.597,270.0,241.821,-23.091880535171292
358.597,270.0,241.821,-23.163814573285855
358.597,270.0,241.821,-23.133062280338276
358.597,270.0,241.821,-23.11092694565701
357.47,259.695,241.821,-23.062559278786267
357.47,259.695,241.821,-23.092681186739586
357.47,259.695,241.39,-23.042746261395774
357.47,259.695,241.39,-23.090701980853456
