XZ,YZ,MAG,PowerRx
89.467,88.6678,85.5488,-inf
89.467,88.6678,85.5488,-51.13057429372661
89.467,88.6678,85.5488,-51.13057429372661
90.0,88.6489,85.5488,-51.06177035199637
90.0,88.6489,83.2901,-51.18279835760091
90.0,88.6489,83.2901,-51.167108114013345
90.0,88.6489,83.2901,-51.19829629996459
90.0,88.6489,83.2901,-51.23393972601513
90.0,88.6489,83.2901,-51.20786241150454
90.0,88.6489,83.2901,-51.08687219377009
90.0,88.6489,84.6233,-51.11720008086345
90.0,88.6489,84.6233,-51.21145865037547
90.0,88.3864,84.6233,-51.2711164762895
90.0,88.3864,84.6233,-51.288360627123794
90.0,88.3864,84.6233,-51.152451827203
90.0,88.3864,84.6233,-51.22536768692104
90.0,88.3864,84.2558,-51.09382184648809
90.0,88.3864,84.2558,-51.08605899178488
90.0,88.3864,84.2558,-51.15085521634345
90.0,88.3864,84.2558,-51.135172341181246
90.0,88.3864,84.2558,-51.17087342899319
89.462,88.3864,84.2558,-51.23072138472287
89.462,88.3864,84.5596,-51.20251335653157
89.462,88.3864,84.5596,-51.125633353148515
89.462,88.3864,84.5596,-51.13045515336489
89.462,88.3864,84.5596,-51.00445621754329
89.462,88.3864,84.5596,-51.14409808776096
89.462,88.3864,84.5596,-51.14438692184707
89.462,88.3864,85.7026,-51.02167556202786
89.4569,88.6425,85.7026,-51.108855173138224
89.4569,88.6425,85.7026,-51.15489663836386
89.4569,88.6425,85.7026,-51.14582816647622
89.4569,88.6425,85.7026,-51.237093495274976
89.4569,88.6425,85.5221,-51.212559056381764
89.4569,88.6425,85.5221,-51.10469461443277
89.4569,88.6425,85.5221,-51.096780432574974
89.4569,88.6425,85.5221,-51.157405666630794
89.7322,88.394,85.5221,-51.226374379169435
89.7322,88.394,84.5273,-51.18570759429364
89.7322,88.394,84.5273,-51.17249132289548
89.7322,88.394,84.5273,-51.124155300509514
89.7322,88.394,84.5273,-51.205549554929604
89.7322,88.394,84.5273,-51.25312080003917
89.7322,88.394,84.5273,-51.107372943094525
89.7322,88.394,83.6228,-51.212671331743785
90.0,88.9088,83.6228,-51.17801202258121
90.0,88.9088,83.6228,-51.25197680493887
90.0,88.9088,83.6228,-51.14876676621847
90.0,88.9088,83.6228,-51.234320209217245
90.0,88.9088,83.6228,-51.193871769523945
90.0,88.9088,84.8978,-51.29498291674297
90.0,88.9088,84.8978,-51.22699782691103
90.0,88.9088,84.8978,-51.12774911345936
90.0,88.9088,84.8978,-51.34888022285914
89.4543,88.9088,84.8978,-51.333318031718434
89.4543,88.9088,85.9144,-51.3349546290152
89.4543,88.9088,85.9144,-51.21818945520522
89.4543,88.9088,85.9144,-51.19608217072107
89.4543,88.9088,85.9144,-51.213488679409295
89.4543,88.9088,85.9144,-51.14390500694354
89.4543,88.9088,85.9144,-51.13828757663927
89.4543,88.9088,84.5916,-51.091893957371695
89.7297,88.6489,84.5916,-51.09395777083406
89.7297,88.6489,84.5916,-51.119629914278086
89.7297,88.6489,84.5916,-51.123253554866935
89.7297,88.6489,84.5916,-51.03889383516088
89.7297,88.6489,85.9385,-51.20209169447473
89.7297,88.6489,85.9385,-51.260319760468235
89.7297,88.6489,85.9385,-51.268331964838595
89.7297,88.6489,85.9385,-51.27152537436375
89.7322,88.6615,85.9385,-51.14637554699321
89.7322,88.6615,84.5596,-51.172778817547275
89.7322,88.6615,84.5596,-51.18231054114489
89.7322,88.6615,84.5596,-51.215142124346436
89.7322,88.6615,84.5596,-51.20268561481798
89.7322,88.6615,84.5596,-51.055327526412874
89.7322,88.6615,84.716,-51.10594694945256
89.7322,88.6615,84.716,-51.087558382035496
89.4594,88.3788,84.716,-51.0776648087825
89.4594,88.3788,84.716,-51.056221573301954
89.4594,88.3788,84.716,-51.162501636639035
89.4594,88.3788,84.716,-51.017404807593884
89.4594,88.3788,84.8674,-50.99206105491316
89.4594,88.3788,84.8674,-51.11630265106981
89.4594,88.3788,84.8674,-51.02775238805225
89.4594,88.3788,84.8674,-50.96703459543332
89.4569,88.0999,84.8674,-51.02845557565695
89.4569,88.0999,84.2558,-51.06851479033238
89.4569,88.0999,84.2558,-51.090979842700946
89.4569,88.0999,84.2558,-51.12097732023511
89.4569,88.0999,84.2558,-51.08109083006401
89.4569,88.0999,84.2558,-51.0475401073693
89.4569,88.0999,84.6233,-51.144912591343896
89.4569,88.0999,84.6233,-50.99028075372423
89.4594,88.3788,84.6233,-50.861836655907496
89.4594,88.3788,84.6233,-50.884701477182986
89.4594,88.3788,84.6233,-50.95073558255337
89.4594,88.3788,84.6233,-50.94627582162241
89.4594,88.3788,84.2218,-50.93269137871203
89.4594,88.3788,84.2218,-51.01053857700306
