XZ,YZ,MAG,PowerRx
90.0,87.849,142.193,-inf
90.0,87.849,142.193,-31.857759475008486
90.0,87.849,142.193,-31.825481154603214
90.0,87.849,142.193,-31.84983839301559
90.0,87.849,142.193,-31.738470500192662
90.0,87.849,142.193,-31.83242106805523
90.0,88.0999,143.181,-31.840074850936908
90.0,88.0999,143.181,-31.805538377171196
90.0,88.0999,143.181,-31.81571167567915
90.0,88.0999,143.181,-31.851857240677734
90.0,88.0999,143.181,-31.826115272050917
90.0,88.0999,143.181,-31.86044782854307
90.0,88.0999,141.828,-31.779843515880096
90.0,88.0999,141.828,-31.79276290178558
90.0,88.0999,141.828,-31.840587514092586
90.0,87.8591,141.828,-31.80433559272356
90.0,87.8591,141.828,-31.76492621584557
90.0,87.8591,141.828,-31.78424260422108
90.0,87.8591,143.025,-31.790029262193315
90.0,87.8591,143.025,-31.757163507864018
90.0,87.8591,143.025,-31.804593167413287
90.0,87.8591,143.025,-31.810473183176097
90.0,87.8591,143.025,-31.78377943271053
90.0,87.8591,143.025,-31.83796787131645
89.7297,87.8389,142.4,-31.796753084079576
89.7297,87.8389,142.4,-31.779299892976603
89.7297,87.8389,142.4,-31.790717879858438
89.7297,87.8389,142.4,-31.84391791859911
89.7297,87.8389,142.4,-31.817755057021643
89.7297,87.8389,142.4,-31.796194916362776
89.7297,87.8389,142.496,-31.798224352648017
89.7297,87.8389,142.496,-31.79715980796365
89.7297,87.8389,142.496,-31.83345814432835
89.7297,87.2993,142.496,-31.803481109527265
89.7297,87.2993,142.496,-31.791619499362348
89.7297,87.2993,142.922,-31.791268184380954
89.7297,87.2993,142.922,-31.78950297040291
89.7297,87.2993,142.922,-31.833719380093235
89.7297,87.2993,142.922,-31.781691009385273
89.7297,87.2993,142.922,-31.801447780580556
90.0,87.849,142.922,-31.80308575850845
90.0,87.849,142.765,-31.815922882955505
90.0,87.849,142.765,-31.76952059975332
90.0,87.849,142.765,-31.80941905283987
90.0,87.849,142.765,-31.78221587897424
90.0,87.849,142.765,-31.805954545373165
90.0,87.849,142.765,-31.8126661528972
90.0,87.849,142.447,-31.780097737681263
