XZ,YZ,MAG,PowerRx
89.7271,87.5459,150.347,-inf
89.7271,87.5459,150.347,-41.08807753456819
89.7271,87.5459,150.347,-41.070600688457766
89.7271,87.5459,150.133,-41.045355647998335
89.7271,87.5459,150.133,-41.041199603075924
89.7271,87.5459,150.133,-41.037595728735226
89.7271,87.5459,150.133,-41.03837325421782
89.7271,87.5459,150.133,-41.03857091837051
90.2728,87.2737,150.347,-40.99922051547375
90.2728,87.2737,150.347,-41.01112568880513
90.2728,87.2737,150.347,-40.977561132181265
90.2728,87.2737,150.347,-41.014562962977344
90.2728,87.2737,150.347,-41.00518171801029
90.2728,87.2737,150.777,-41.01595620272241
90.2728,87.2737,150.777,-40.95653695764888
90.2728,87.2737,150.777,-40.98106748616747
90.0,87.2993,150.777,-40.97871145853695
90.0,87.2993,150.777,-40.96453499261805
90.0,87.2993,150.777,-40.949686953427616
90.0,87.2993,150.347,-41.00265136173424
90.0,87.2993,150.347,-41.012756708278076
90.0,87.2993,150.347,-41.02243274795298
90.0,87.2993,150.347,-41.03680931553494
90.0,87.2993,150.347,-40.92522940807059
90.0,87.2993,150.347,-40.97735286910428
90.0,87.6679,150.534,-40.96035206193926
90.0,87.6679,150.534,-40.886514703986954
90.0,87.6679,150.534,-40.92911102422363
90.0,87.6679,150.534,-40.983790884177715
90.0,87.6679,150.534,-40.948783608689645
90.0,87.6679,150.534,-40.955789203956655
90.0,87.6679,150.561,-40.97170735405775
90.0,87.6679,150.561,-40.93792378812586
90.0,87.6679,150.561,-40.99372279013265
90.0,87.5805,150.561,-40.931882306125146
90.0,87.5805,150.561,-40.95264305905985
90.0,87.5805,150.561,-40.97505521796159
90.0,87.5805,150.751,-40.94920822612097
90.0,87.5805,150.751,-40.93994586014621
90.0,87.5805,150.751,-40.91765660754285
90.0,87.5805,150.751,-40.88190629287997
90.0,87.5805,150.751,-40.96013033364387
90.0,87.5805,150.751,-40.899508759482465
90.2702,87.8389,151.136,-40.96359107798052
90.2702,87.8389,151.136,-40.97549774026854
90.2702,87.8389,151.136,-40.93541270884526
90.2702,87.8389,151.136,-40.916907712285955
90.2702,87.8389,151.136,-40.936090321980394
90.2702,87.8389,150.709,-40.957361654290594
90.2702,87.8389,150.101,-40.99625241962099
90.2702,87.8389,150.101,-40.891077090903934
89.7297,87.8389,150.101,-40.9114571099137
89.7297,87.8389,150.101,-40.97175972178231
89.7297,87.8389,150.101,-40.912391709377886
89.7297,87.8389,150.133,-40.92846140154091
89.7297,87.8389,150.133,-40.954534212311856
89.7297,87.8389,150.133,-40.96248566660609
89.7297,87.8389,150.133,-40.97844326919936
89.7297,87.8389,150.133,-40.95462574061828
90.2677,88.1265,149.497,-40.92567323685547
90.2677,88.1265,149.497,-40.93588501804482
90.2677,88.1265,149.497,-40.926996193911194
90.2677,88.1265,149.497,-40.884348848614415
90.2677,88.1265,149.497,-40.94919888802267
90.2677,88.1265,150.873,-40.93294029324494
90.2677,88.1265,150.873,-40.91900982525689
90.2677,88.1265,150.873,-40.93308816759564
90.0,87.5805,150.873,-40.95140421964413
90.0,87.5805,150.873,-40.91234200194417
90.0,87.5805,150.873,-40.85288974491115
90.0,87.5805,150.347,-40.94639983817372
90.0,87.5805,150.347,-40.88158594851704
90.0,87.5805,150.347,-40.888322024383406
90.0,87.5805,150.347,-40.89776331796132
90.0,87.5805,150.347,-40.89018197528759
90.0,87.5805,150.347,-40.95211728372721
89.7322,87.3246,150.897,-40.887446857905765
89.7322,87.3246,150.897,-40.87290065878679
89.7322,87.3246,150.897,-40.89186325737248
89.7322,87.3246,150.897,-40.909674229827914
89.7322,87.3246,150.897,-40.88033673448085
89.7322,87.3246,149.886,-40.89748259714454
89.7322,87.3246,149.886,-40.935861989330455
89.7322,87.3246,149.886,-40.94883864934805
90.5379,87.312,149.886,-40.93059554194859
90.5379,87.312,149.886,-40.893375851983784
90.5379,87.312,149.886,-40.90019925992807
90.5379,87.312,150.656,-40.88598863890403
90.5379,87.312,150.656,-40.90526450324769
90.5379,87.312,150.656,-40.872785725517346
90.5379,87.312,150.656,-40.86230675114051
90.5379,87.312,150.656,-40.863773905513696
91.0912,88.0908,150.317,-40.84525478379693
91.0912,88.0908,150.317,-40.86736462159479
91.0912,88.0908,150.317,-40.93204336203517
91.0912,88.0908,150.317,-40.90422734201235
91.0912,88.0908,150.317,-40.97266884706454
91.0912,88.0908,150.534,-40.88403510226012
91.0912,88.0908,150.534,-40.883878237582266
91.0912,88.0908,150.534,-40.893073582013706
90.0,88.0817,150.534,-40.91146685443881
90.0,88.0817,150.534,-40.87982641152877
90.0,88.0817,150.534,-40.920519699855475
90.0,88.0817,150.133,-40.890050584352466
90.0,88.0817,150.133,-40.88563699557164
90.0,88.0817,150.133,-40.87279393493573
90.0,88.0817,150.133,-40.8530844324777
90.0,88.0817,150.133,-40.877183366304365
90.0,88.0817,150.133,-40.84359240465746
89.4491,87.7974,150.101,-40.91072828141296
89.4491,87.7974,150.101,-40.93469160550056
89.4491,87.7974,150.101,-40.872016523574636
89.4491,87.7974,150.101,-40.91240779131648
89.4491,87.7974,150.101,-40.899686111891796
89.4491,87.7974,150.317,-40.90407217830641
89.4491,87.7974,150.317,-40.92401888546327
89.4491,87.7974,150.317,-40.95440381241139
89.7335,88.4014,150.317,-40.92606431302169
89.7335,88.4014,150.317,-40.88227166914696
89.7335,88.4014,150.317,-40.85796504799406
89.7335,88.4014,150.317,-40.82556162790519
89.7335,88.4014,150.317,-40.88110741160353
89.7335,88.4014,150.317,-40.8395674298967
89.7335,88.4014,150.317,-40.82805776604835
89.7335,88.4014,150.317,-40.846244357399684
89.731,88.3864,150.101,-40.89060332579968
89.731,88.3864,150.101,-40.86612383043083
89.731,88.3864,150.101,-40.93127093547645
89.731,88.3864,150.101,-40.88358437363607
89.731,88.3864,150.101,-40.89413089103453
89.731,88.3864,150.01,-40.83229598026677
89.731,88.3864,150.01,-40.81870749792766
89.731,88.3864,150.01,-40.86468094636162
89.7297,88.1088,150.01,-40.85782548444361
89.7297,88.1088,150.01,-40.876049467929114
89.7297,88.1088,150.01,-40.89265102154094
89.7297,88.1088,150.751,-40.87511685784043
89.7297,88.1088,150.751,-40.85754444593747
89.7297,88.1088,150.751,-40.90427111960918
89.7297,88.1088,150.751,-40.912937553917644
89.7297,88.1088,150.751,-40.839233421561104
91.351,88.919,149.852,-40.86777556412314
91.351,88.919,149.852,-40.888414106414935
91.351,88.919,149.852,-40.87025024081676
91.351,88.919,149.852,-40.86654719309127
91.351,88.919,149.852,-40.86654719309127
91.351,88.919,149.852,-40.86654719309127
91.351,88.919,150.133,-40.89165081834774
91.351,88.919,150.133,-40.89165081834774
91.351,88.919,150.133,-40.82842676574704
90.0,88.1088,150.133,-40.82627821294206
90.0,88.1088,150.133,-40.82568248362559
90.0,88.1088,150.133,-40.83052521108196
90.0,88.1088,150.616,-40.870843427032774
90.0,88.1088,150.616,-40.83150999872595
90.0,88.1088,150.616,-40.85828413599431
90.0,88.1088,150.616,-40.89376111900543
90.0,88.1088,150.616,-40.928741196988085
90.0,88.1088,150.616,-40.9479266369964
87.776,90.0,150.751,-41.00137927494324
87.776,90.0,150.751,-41.06834107910792
87.776,90.0,150.751,-41.25783316447627
87.776,90.0,150.751,-41.37689510264028
87.776,90.0,150.751,-41.50589732399969
87.776,90.0,150.751,-41.58705570743229
87.776,90.0,150.589,-41.684545080044266
87.776,90.0,150.589,-41.75114259694518
87.776,90.0,150.589,-41.92356864987771
91.0758,87.0437,150.589,-41.87554171244869
90.8069,87.0437,150.589,-41.97218582537963
90.8069,87.0437,150.589,-41.999364246584356
90.8069,87.0437,151.783,-42.01896852113781
90.8069,87.0437,151.783,-42.012203360990696
90.8069,87.0437,151.783,-42.11149355630244
90.8069,87.0437,151.783,-42.044885636902414
90.8069,87.0437,151.783,-42.222944111548955
90.5354,87.8591,151.136,-42.24251765545762
