XZ,YZ,MAG,PowerRx
90.0,87.5576,168.69,-inf
90.0,87.5576,168.69,-56.9885898464494
90.0,87.5576,169.601,-56.9885898464494
90.0,87.5576,169.601,-56.78923803847627
90.0,87.5576,169.601,-56.97060391742971
90.0,87.5576,169.601,-56.88136253201999
90.0,87.5576,169.601,-57.043787792030535
90.0,87.5576,169.601,-56.87937860980797
93.5763,84.5077,169.657,-56.92392735863965
93.5763,84.5077,169.657,-56.56776823113219
93.5763,84.5077,169.657,-56.145332554290455
93.5763,84.5077,169.657,-55.49239639201087
93.5763,84.5077,169.657,-55.092322439987825
93.5763,84.5077,168.111,-54.71853536785883
93.5763,84.5077,168.111,-53.76508384670758
93.5763,84.5077,168.111,-53.55035667842821
91.3704,86.4407,168.111,-53.057023272992666
91.3704,86.4407,168.111,-52.3406977067428
91.3704,86.4407,168.111,-51.8161995080209
91.3704,86.4407,167.377,-51.37344730603468
91.3704,86.4407,167.377,-51.023555025353474
91.3704,86.4407,167.377,-50.68968572453287
91.3704,86.4407,167.377,-50.404622340772406
91.3704,86.4407,167.377,-50.28581095336033
89.7335,89.2006,165.964,-50.14415883467105
89.7335,89.2006,165.964,-50.093016432457176
89.7335,89.2006,165.964,-50.22726778459748
89.7335,89.2006,165.964,-50.276544730776294
89.7335,89.2006,165.964,-50.517654720092764
89.7335,89.2006,164.57,-50.75527385323723
89.7335,89.2006,164.57,-51.03671622677852
89.7335,89.2006,164.57,-51.246670870294125
90.2664,87.337,164.57,-51.60184705546075
90.2664,87.337,164.57,-51.87670400484167
90.2664,87.337,164.57,-51.97194169011218
90.2664,87.337,163.472,-52.07982490251172
90.2664,87.337,163.472,-52.22321414114053
90.2664,87.337,163.472,-52.10779704211851
90.2664,87.337,163.472,-52.037219881097975
90.2664,87.337,163.472,-51.97159650315517
90.5431,88.0999,161.565,-51.74746408980761
90.5431,88.0999,161.565,-51.67376363732757
90.5431,88.0999,161.565,-51.560790052832786
90.5431,88.0999,161.565,-51.454449872978714
90.5431,88.0999,161.565,-51.278920631201935
90.5431,88.0999,161.565,-51.2481079672574
90.5431,88.0999,161.851,-51.22280699355688
90.5431,88.0999,161.851,-51.23542642384897
89.4569,89.1854,161.851,-51.205034740390445
89.4569,89.1854,161.851,-51.152351076291296
89.4569,89.1854,161.851,-51.0135382165545
89.4569,89.1854,161.565,-50.93825235979553
89.4569,89.1854,161.565,-51.05227372989412
89.4569,89.1854,161.565,-51.0508811187864
89.4569,89.1854,161.565,-51.1548682960423
89.4569,89.1854,161.565,-51.12734552910601
87.5805,90.5379,161.494,-51.189747179794935
87.5805,90.5379,161.494,-51.43882864891158
87.5805,90.5379,161.494,-51.67740513938371
87.5805,90.5379,161.494,-51.84161181480146
87.5805,90.5379,161.494,-51.88824454376459
87.5805,90.5379,163.045,-59.999363694028816
87.5805,90.5379,163.045,-51.757750265302434
87.5805,90.5379,163.045,-51.64167113257548
90.5379,86.7755,163.045,-51.506377687963266
90.5379,86.7755,163.045,-51.556134241342235
90.5379,86.7755,163.045,-51.490625620992496
90.5379,86.7755,163.237,-51.54272910955016
90.5379,86.7755,163.237,-51.48125929894534
90.5379,86.7755,163.237,-51.4393654051585
90.5379,86.7755,163.237,-51.29704438794538
90.5379,86.7755,163.237,-51.21321414572459
90.0,88.1265,164.238,-51.140559742973586
90.0,88.1265,164.238,-50.93971842811938
90.0,88.1265,164.238,-50.86664809740103
90.0,88.1265,164.238,-50.86512333003605
90.0,88.1265,164.238,-50.66280569578506
90.0,88.1265,164.238,-50.616771734116185
90.0,88.1265,164.629,-50.66801903480665
90.0,88.1265,164.629,-50.65347714142134
90.0,88.1265,164.629,-50.65047434574571
90.5431,87.0157,164.629,-50.70798143870946
90.5431,87.0157,164.629,-50.74286029757314
90.5431,87.0157,164.629,-50.5623601916168
90.5431,87.0157,164.65,-50.46194651210012
90.5431,87.0157,164.65,-50.57013331805621
90.5431,87.0157,164.65,-50.563810374350524
90.5431,87.0157,164.65,-50.48407992624309
90.5431,87.0157,164.65,-50.568507680462375
90.0,87.312,165.334,-50.397938507111355
90.0,87.312,165.334,-50.50149249047288
90.0,87.312,165.334,-50.44744798067179
90.0,87.312,165.334,-50.41678085163387
90.0,87.312,165.334,-50.41955613342368
90.0,87.312,165.334,-50.32893435138321
90.0,87.312,164.383,-50.33902868322156
90.0,87.312,164.383,-50.343977105452836
90.0,87.312,164.383,-50.24768731349183
89.7284,88.0999,164.383,-50.295564428380956
89.7284,88.0999,164.383,-50.23593096120945
89.7284,88.0999,164.383,-50.379130685463345
89.7284,88.0999,165.489,-50.37143383327173
89.7284,88.0999,165.489,-50.37205129584982
89.7284,88.0999,165.489,-50.39318634393154
89.7284,88.0999,165.489,-50.366658187911
89.7284,88.0999,165.489,-50.390219623083524
90.5431,87.2866,165.069,-50.390219623083524
90.5431,87.2866,165.069,-50.390219623083524
90.5431,87.2866,165.069,-50.30540951314029
90.5431,87.2866,165.069,-50.338428440623304
90.5431,87.2866,165.069,-50.307909388600706
90.5431,87.2866,165.069,-50.28140135626347
90.5431,87.2866,164.687,-50.28235599830847
90.5431,87.2866,164.687,-50.250460668110996
90.0,87.8591,164.687,-50.21999049118396
90.0,87.8591,164.687,-50.23133136276804
90.0,87.8591,164.687,-50.20239316169422
90.0,87.8591,165.7,-50.14341473570732
90.0,87.8591,165.7,-50.12091324562867
90.0,87.8591,165.7,-50.00955541307669
90.0,87.8591,165.7,-50.120659415520365
90.0,87.8591,165.7,-50.06009716911891
90.0,87.8591,165.7,-50.10467266417407
90.0,87.8591,165.7,-50.19115872362185
90.269,88.1177,165.646,-50.20732262514045
90.269,88.1177,165.646,-50.23773711938796
90.269,88.1177,165.646,-50.16554611629697
90.269,88.1177,165.646,-50.32733263478343
90.269,88.1177,165.646,-50.23845478564367
90.269,88.1177,165.646,-50.27685388294632
90.269,88.1177,165.591,-50.310664733145536
90.269,88.1177,165.591,-50.28773320241748
90.0,87.869,165.591,-50.389086800789926
90.0,87.869,165.591,-50.40941064151574
90.0,87.869,165.591,-50.301196681063786
90.0,87.869,164.997,-50.31225819095815
90.0,87.869,164.997,-50.38425908033889
90.0,87.869,164.997,-50.36167072266653
90.0,87.869,164.997,-50.447127264487754
90.0,87.869,164.997,-50.53777138663408
90.0,87.869,164.997,-50.49628502151905
90.0,87.869,164.997,-50.51174427444628
90.2702,88.1088,164.997,-50.61734881738084
90.2702,88.1088,164.997,-50.523366579929736
90.2702,88.1088,164.997,-50.58601751603937
90.2702,88.1088,164.997,-50.60886931525771
90.2702,88.1088,164.997,-50.75487670858251
90.2702,88.1088,164.745,-50.76848961665764
90.2702,88.1088,164.745,-50.82954793805722
90.2702,88.1088,164.745,-50.88821146794455
89.7297,88.1088,164.745,-50.96345695419874
89.7297,88.1088,164.745,-51.114555892532785
89.7297,88.1088,164.085,-51.209093655965205
89.7297,88.1088,164.085,-51.43978220207956
89.7297,88.1088,164.085,-51.38739513882372
89.7297,88.1088,164.085,-51.39899558260804
89.7297,88.1088,164.085,-51.49024288384804
89.7297,88.1088,164.085,-51.48668400004777
90.2702,87.0297,164.57,-51.42118773526086
90.2702,87.0297,164.57,-51.419475877467846
90.2702,87.0297,164.57,-51.527242790070254
90.2702,87.0297,164.57,-51.47584483305404
90.2702,87.0297,164.57,-51.66900694489692
90.2702,87.0297,164.358,-51.69360974366246
90.2702,87.0297,164.358,-51.762537048757345
90.2702,87.0297,164.358,-51.65947587973474
89.7284,88.0999,164.358,-51.72334403784645
89.7284,88.0999,164.358,-51.766258233400265
89.7284,88.0999,163.027,-51.706283741710884
89.7284,88.0999,163.027,-51.636222541817546
89.7284,88.0999,163.027,-51.631802948562665
89.7284,88.0999,163.027,-51.599002821553135
89.7284,88.0999,163.027,-51.55532432253409
89.7284,88.0999,163.027,-51.643682281316394
90.2677,87.8591,163.217,-51.61566503269556
90.2677,87.8591,163.217,-51.648239549213734
90.2677,87.8591,163.217,-51.6030166937619
90.2677,87.8591,163.217,-51.691131120795035
90.2677,87.8591,163.217,-51.71398908650428
