XZ,YZ,MAG,PowerRx
356.11,253.61,330.089,-18.798270321357396
356.11,253.61,330.089,-18.7178645666393
356.11,253.61,330.089,-18.6737176643524
356.987,245.225,330.089,-18.628018764524075
356.987,245.225,330.627,-18.66473212653776
356.987,245.225,330.627,-18.667545434382426
356.987,245.225,330.627,-18.627330946457718
356.987,245.225,330.627,-18.63275166427112
356.987,245.225,330.627,-18.623774903096518
356.987,245.225,332.738,-18.595021860809425
356.987,245.225,332.738,-18.595708605404205
356.323,255.964,332.738,-18.61499747998391
356.323,255.964,332.738,-18.620868714801723
356.323,255.964,332.738,-18.621577595338167
356.323,255.964,328.941,-18.627627660612603
356.323,255.964,328.941,-18.604337467708966
356.323,255.964,328.941,-18.60621171888189
356.323,255.964,328.941,-18.613615415105222
356.323,255.964,328.941,-18.66806999337691
356.756,257.905,328.941,-18.621130390872715
356.756,257.905,328.411,-18.592279989605075
356.756,257.905,328.411,-18.59041722176694
356.756,257.905,328.411,-18.617454018030354
356.756,257.905,328.411,-18.586885055679517
356.756,257.905,328.411,-18.562713867316326
356.756,257.905,329.172,-18.615742162019085
356.756,257.905,329.172,-18.632362347946707
356.58,241.927,329.172,-18.651223910273938
356.566,241.927,329.172,-18.59151336535645
356.566,241.927,329.172,-18.594075889724756
356.566,241.927,330.686,-18.606031629497338
356.566,241.927,330.686,-18.603780592183796
356.566,241.927,330.686,-18.50867303510414
356.566,241.927,330.686,-18.565912431868007
356.566,241.927,330.686,-18.61296918152236
356.566,241.927,330.761,-18.58995640505361
356.294,246.371,330.761,-18.596069034271288
356.294,246.371,330.761,-18.650888521397157
356.294,246.371,330.761,-18.656199230144868
356.294,246.371,330.761,-18.60108154606469
356.294,246.371,330.761,-18.603534621847334
356.294,246.371,329.982,-18.585811618539566
356.294,246.371,329.982,-18.66297626704432
356.294,246.371,329.982,-18.586217229755512
356.279,255.964,329.982,-18.50415075660154
356.279,255.964,329.982,-18.577372843184218
356.279,255.964,330.054,-18.606369073968448
356.279,255.964,330.054,-18.604265242165894
356.279,255.964,330.054,-18.59043878377809
356.279,255.964,330.054,-18.63141448095615
356.279,255.964,330.054,-18.675657510886946
356.279,255.964,330.566,-18.65181840900773
356.756,237.265,330.566,-18.63259482648295
356.756,237.265,330.566,-18.579479359846562
356.756,237.265,330.566,-18.634909589157704
356.756,237.265,330.566,-18.63122707204203
356.756,237.265,329.589,-18.580761992687563
356.756,237.265,329.589,-18.589403927978353
356.756,237.265,329.589,-18.649960685355882
356.756,237.265,329.589,-18.587036599640292
356.323,246.371,329.589,-18.65577701332682
356.323,246.371,329.589,-18.63259630257691
356.323,246.371,329.589,-18.58323681624278
356.323,246.371,329.589,-18.61890535915736
