time_elapsed,mumber_of_readings,reading_rate,time_per_reading,usrp_rx_thread,aiming_thread,gps_thread
156.59877700009383,13567,86.63541478355141,11.542623793034114,"<Thread(USRP_RX_THREAD, stopped daemon 23944)>",,"<Thread(GPS_THREAD, stopped daemon 5260)>"
