pos1,pos2,pos3,pos_type
0.3642,0.36119999999999997,-1.4296,relPos
0.3642,0.36119999999999997,-1.4296,relPos
0.3642,0.36119999999999997,-1.4296,relPos
0.3642,0.36119999999999997,-1.4296,relPos
0.3642,0.36119999999999997,-1.4296,relPos
0.3642,0.36119999999999997,-1.4296,relPos
0.3642,0.36119999999999997,-1.4296,relPos
0.3642,0.36119999999999997,-1.4296,relPos
0.3642,0.36119999999999997,-1.4296,relPos
0.3642,0.36119999999999997,-1.4296,relPos
0.3642,0.36119999999999997,-1.4296,relPos
0.3642,0.36119999999999997,-1.4296,relPos
0.3642,0.36119999999999997,-1.4296,relPos
0.3642,0.36119999999999997,-1.4296,relPos
0.3642,0.36119999999999997,-1.4296,relPos
0.3642,0.36119999999999997,-1.4296,relPos
0.3642,0.36119999999999997,-1.4296,relPos
0.3642,0.36119999999999997,-1.4296,relPos
0.3642,0.36119999999999997,-1.4296,relPos
0.3642,0.36119999999999997,-1.4296,relPos
0.3642,0.36119999999999997,-1.4296,relPos
0.3642,0.36119999999999997,-1.4296,relPos
0.3642,0.36119999999999997,-1.4296,relPos
0.3642,0.36119999999999997,-1.4296,relPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
-74.0827204,4.6389218,2597002,absPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
0.37670000000000003,0.33799999999999997,-1.4549,relPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
-74.0827207,4.6389217,2597008,absPos
