relPosN,relPosE,relPosD,accN,accE,accD,pos_type
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-98.26,-220.42,4.34,58.1,83.1,70.6,relPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-74.082832069,4.639361115,2614941.6,2610267.0,100.4,70.2,absPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-95.92,-221.57,6.27,57.5,82.3,70.2,relPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-74.082832084,4.639361164,2614931.1,2610256.5,100.3,70.0,absPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-95.38,-221.74,7.31,57.5,82.3,70.0,relPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-74.082832053,4.639361144,2614924.5,2610249.9,100.3,69.9,absPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-95.61,-221.39,7.97,57.5,82.3,69.9,relPos
-74.08283204,4.639361127,2614920.7,2610246.1,100.3,69.9,absPos
-74.08283204,4.639361127,2614920.7,2610246.1,100.3,69.9,absPos
-74.08283204,4.639361127,2614920.7,2610246.1,100.3,69.9,absPos
-74.08283204,4.639361127,2614920.7,2610246.1,100.3,69.9,absPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-95.79,-221.25,8.36,57.5,82.3,69.9,relPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-74.082831932,4.639361341,2614924.6,2610250.0,101.4,70.0,absPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
-93.42,-220.05,7.97,58.7,82.6,70.0,relPos
