relPosN/lon,relPosE/lat,relPosD/height,accN/hMSL,accE/hAcc,accD/vAcc,pos_type
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
-74.088913141,4.635892592,2587302.0,2582617.0,400.2,698.7,absPos
