pos1,pos2,pos3,pos_type
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
-74.0827361,4.6389209,2595127,absPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
0.27690000000000003,-1.4006,0.41979999999999995,relPos
