relPosN/lon,relPosE/lat,relPosD/height,accN/hMSL,accE/hAcc,accD/vAcc,pos_type
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-74.081873225,4.63967815,2582458.3,2577784.9,57.4,43.4,absPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
-41.0,-55.4,-65.18,37.1,43.8,43.4,relPos
