time_elapsed,mumber_of_readings,reading_rate,time_per_reading,usrp_rx_thread,aiming_thread,gps_thread
163.76493249996565,16443,100.40611105801572,9.959553153315433,"<Thread(USRP_RX_THREAD, stopped daemon 2812)>",,"<Thread(GPS_THREAD, stopped daemon 2540)>"
