R_N/Lon,R_E/Lat,R_D/Hgt,PosType,PowerRx,XZ,YZ,MAG
-5.3269,-3.3254,18.611800000000002,relPos,-59.99132411917976,19.0412,10.7715,303.608
-5.3269,-3.3254,18.611800000000002,relPos,-60.05036460489578,19.0412,10.7715,303.608
-5.3269,-3.3254,18.611800000000002,relPos,-59.90361316006482,19.0412,10.7715,303.526
-5.3269,-3.3254,18.611800000000002,relPos,-59.857287073861514,19.0412,10.7715,303.526
-5.3269,-3.3254,18.611800000000002,relPos,-60.01822426897785,19.0412,10.7715,303.526
-5.3269,-3.3254,18.611800000000002,relPos,-59.9308195878521,19.0412,10.7715,303.526
-5.3269,-3.3254,18.611800000000002,relPos,-60.08487911878831,19.0412,10.7715,303.526
-5.3269,-3.3254,18.611800000000002,relPos,-59.89664479442592,18.7413,10.4022,303.745
-5.3269,-3.3254,18.611800000000002,relPos,-59.96868530016613,18.7413,10.4022,303.745
-5.3269,-3.3254,18.611800000000002,relPos,-60.16860964583401,18.7413,10.4022,303.745
-5.3269,-3.3254,18.611800000000002,relPos,-60.00957539160868,18.7413,10.4022,303.745
-5.3269,-3.3254,18.611800000000002,relPos,-59.85146183163148,18.7413,10.4022,303.745
-5.3269,-3.3254,18.611800000000002,relPos,-60.083328676512636,18.7413,10.4022,303.745
-5.3269,-3.3254,18.611800000000002,relPos,-60.11780250227571,18.7413,10.4022,303.745
-5.3269,-3.3254,18.611800000000002,relPos,-59.935574615440245,18.7413,10.4022,303.745
-5.3269,-3.3254,18.611800000000002,relPos,-60.11940621990146,17.671,9.91275,303.745
-5.3582,-3.2521,18.6684,relPos,-59.91382457447457,17.671,9.91275,303.745
-5.3582,-3.2521,18.6684,relPos,-60.18879926541753,17.671,9.91275,303.745
-5.3582,-3.2521,18.6684,relPos,-60.368745559686005,17.671,9.91275,303.552
-5.3582,-3.2521,18.6684,relPos,-59.87482931669508,17.671,9.91275,303.552
-5.3582,-3.2521,18.6684,relPos,-60.03143386345536,17.671,9.91275,303.552
-5.3582,-3.2521,18.6684,relPos,-59.94243006430434,17.671,9.91275,303.552
-5.3582,-3.2521,18.6684,relPos,-59.91370840757764,17.671,9.91275,303.552
-5.3582,-3.2521,18.6684,relPos,-60.13295789667658,18.7413,10.3533,303.552
-5.3399,-3.2513,18.6653,relPos,-59.79361514715698,18.7413,10.3533,303.608
-5.3399,-3.2513,18.6653,relPos,-60.01939454266413,18.7413,10.3533,303.608
-5.3399,-3.2513,18.6653,relPos,-60.101668610733356,18.7413,10.3533,303.608
-5.3399,-3.2513,18.6653,relPos,-60.16245431324037,18.7413,10.3533,303.608
-5.3399,-3.2513,18.6653,relPos,-60.014011601962764,18.7413,10.3533,303.608
-5.3399,-3.2513,18.6653,relPos,-59.97914963270375,18.7413,10.3533,303.417
-5.3399,-3.2513,18.6653,relPos,-60.14396871495706,18.7413,10.3533,303.417
-5.3399,-3.2513,18.6653,relPos,-59.90224194495178,18.2853,10.4516,303.417
-5.3399,-3.2513,18.6653,relPos,-59.84873318233457,18.2853,10.4516,303.417
-5.3399,-3.2513,18.6653,relPos,-59.981636681603646,18.2853,10.4516,303.417
-5.3669,-3.1974,18.706400000000002,relPos,-59.93167491427781,18.2853,10.4516,303.308
-5.3669,-3.1974,18.706400000000002,relPos,-60.09506197699368,18.2853,10.4516,303.308
-5.3669,-3.1974,18.706400000000002,relPos,-60.14636847024598,18.2853,10.4516,303.308
-5.3669,-3.1974,18.706400000000002,relPos,-59.9810660950179,18.2853,10.4516,303.308
-5.3669,-3.1974,18.706400000000002,relPos,-59.92195459280789,18.2853,10.4516,303.308
-5.3669,-3.1974,18.706400000000002,relPos,-59.98244306640301,20.3892,11.5784,303.308
-5.3669,-3.1974,18.706400000000002,relPos,-60.08254359869007,20.3892,11.5784,303.47
-5.3669,-3.1974,18.706400000000002,relPos,-60.108365986559775,20.3892,11.5784,303.47
-5.3669,-3.1974,18.706400000000002,relPos,-60.19321599403426,20.3892,11.5784,303.47
-5.3669,-3.1974,18.706400000000002,relPos,-60.148053973351665,20.3892,11.5784,303.47
-5.3669,-3.1974,18.706400000000002,relPos,-60.090068063648644,20.3892,11.5784,303.47
-5.3669,-3.1974,18.706400000000002,relPos,-60.04931579250069,20.3892,11.5784,303.201
-5.3669,-3.1974,18.706400000000002,relPos,-60.03895055210571,20.3892,11.5784,303.201
-5.3669,-3.1974,18.706400000000002,relPos,-60.080691553564385,18.8861,10.6698,303.201
-5.3669,-3.1974,18.706400000000002,relPos,-60.01979131718656,18.8861,10.6698,303.201
-5.3669,-3.1974,18.706400000000002,relPos,-60.03942883483617,18.8861,10.6698,303.201
-5.3669,-3.1974,18.706400000000002,relPos,-60.230190748915426,18.8861,10.6698,303.579
-5.360499999999999,-3.1535,18.717100000000002,relPos,-59.95675030879944,18.8861,10.6698,303.579
-5.360499999999999,-3.1535,18.717100000000002,relPos,-59.916332600912526,18.8861,10.6698,303.579
-5.360499999999999,-3.1535,18.717100000000002,relPos,-60.05758393101858,18.8861,10.6698,303.579
-5.360499999999999,-3.1535,18.717100000000002,relPos,-60.152501349798186,18.8861,10.6698,303.579
-5.360499999999999,-3.1535,18.717100000000002,relPos,-60.11293472338763,19.0412,10.6698,303.579
-5.360499999999999,-3.1535,18.717100000000002,relPos,-60.158058821950185,19.0412,10.6698,303.207
-5.360499999999999,-3.1535,18.717100000000002,relPos,-60.184387024003705,19.0412,10.6698,303.207
-5.360499999999999,-3.1535,18.717100000000002,relPos,-59.951190223454844,19.0412,10.6698,303.207
-5.360499999999999,-3.1535,18.717100000000002,relPos,-59.7795876381859,19.0412,10.6698,303.207
-5.360499999999999,-3.1535,18.717100000000002,relPos,-59.990998608202695,19.0412,10.6698,303.207
-5.360499999999999,-3.1535,18.717100000000002,relPos,-59.9568969642188,19.0412,10.6698,303.201
-5.360499999999999,-3.1535,18.717100000000002,relPos,-59.95941043001943,19.0412,10.6698,303.201
-5.360499999999999,-3.1535,18.717100000000002,relPos,-59.72567777877881,19.0412,10.7204,303.201
-5.360499999999999,-3.1535,18.717100000000002,relPos,-60.29921166844402,19.0412,10.7204,303.201
-5.360499999999999,-3.1535,18.717100000000002,relPos,-59.976899429777866,19.0412,10.7204,303.201
-5.3805,-3.0731,18.7675,relPos,-59.951551824742005,19.0412,10.7204,303.717
-5.3805,-3.0731,18.7675,relPos,-60.074739858646126,19.0412,10.7204,303.717
-5.3805,-3.0731,18.7675,relPos,-60.08365080078126,19.0412,10.7204,303.717
-5.3805,-3.0731,18.7675,relPos,-60.21253501348384,19.0412,10.7204,303.717
-5.3805,-3.0731,18.7675,relPos,-59.99348290200786,19.0412,10.7204,303.717
-5.3805,-3.0731,18.7675,relPos,-60.14672562736112,19.6538,10.9368,303.717
-5.3805,-3.0731,18.7675,relPos,-60.06430381202894,19.6538,10.9368,303.635
-5.3805,-3.0731,18.7675,relPos,-59.9712448376929,19.6538,10.9368,303.635
-5.4172,-3.0411,18.8527,relPos,-60.04621048348851,19.6538,10.9368,303.635
-5.4172,-3.0411,18.8527,relPos,-60.0518133813961,19.6538,10.9368,303.635
-5.4172,-3.0411,18.8527,relPos,-60.00760643267904,19.6538,10.9368,303.635
-5.4172,-3.0411,18.8527,relPos,-60.16174704582251,19.6538,10.9368,303.389
-5.4172,-3.0411,18.8527,relPos,-60.10846691343866,19.6538,10.9368,303.389
-5.4172,-3.0411,18.8527,relPos,-60.23160704250493,19.0412,10.7715,303.389
-5.4172,-3.0411,18.8527,relPos,-60.112438143396325,19.0412,10.7715,303.389
-5.4172,-3.0411,18.8527,relPos,-59.96875392708404,19.0412,10.7715,303.389
-5.4172,-3.0411,18.8527,relPos,-60.04764820296327,19.0412,10.7715,303.444
-5.445,-2.9949,18.895699999999998,relPos,-59.99243787769011,19.0412,10.7715,303.444
