R_N/Lon,R_E/Lat,R_D/Hgt,PosType,PowerRx,XZ,YZ,MAG
-74.0889884,4.6359897,2577963,absPos,-15.201150251613436,81.2122,88.3397,165.85
-74.0889884,4.6359897,2577963,absPos,-15.252012967948934,81.2122,88.3397,165.85
-74.0889884,4.6359897,2577963,absPos,-15.25638482212641,81.2122,88.3397,165.85
-74.0889884,4.6359897,2577963,absPos,-15.318210191405282,83.1363,89.2043,165.85
-74.0889884,4.6359897,2577963,absPos,-15.26847259678454,83.1363,89.2043,165.796
-74.0889884,4.6359897,2577963,absPos,-15.18912123774357,83.1363,89.2043,165.796
-74.0889884,4.6359897,2577963,absPos,-15.233170691578028,83.1363,89.2043,165.796
-74.0889884,4.6359897,2577963,absPos,-15.258908566056222,83.1363,89.2043,165.796
-2.1595,1.8478,0.7498,relPos,-15.17955588348399,83.1363,89.2043,165.796
-2.1595,1.8478,0.7498,relPos,-15.200882659767869,83.1363,89.2043,165.85
-2.1595,1.8478,0.7498,relPos,-15.234368279470242,83.1363,89.2043,165.85
-2.1595,1.8478,0.7498,relPos,-15.128667824696496,82.4762,88.919,165.85
-2.1595,1.8478,0.7498,relPos,-15.180529104659918,82.4762,88.919,165.85
-2.1595,1.8478,0.7498,relPos,-15.17099826738367,82.4762,88.919,165.85
-2.1595,1.8478,0.7498,relPos,-15.197757175800286,82.4762,88.919,165.849
-2.1595,1.8478,0.7498,relPos,-15.184227667320144,82.4762,88.919,165.849
-2.1595,1.8478,0.7498,relPos,-15.13958947302996,82.4762,88.919,165.849
-2.1595,1.8478,0.7498,relPos,-15.200105095933601,82.4762,88.919,165.849
-74.0889884,4.6359897,2577961,absPos,-15.17989515295354,82.4762,88.919,165.849
-74.0889884,4.6359897,2577961,absPos,-15.26082254023028,82.4762,88.919,165.849
-74.0889884,4.6359897,2577961,absPos,-15.289531294299255,83.428,88.9439,165.906
-74.0889884,4.6359897,2577961,absPos,-15.304166009354292,83.428,88.9439,165.906
-74.0889884,4.6359897,2577961,absPos,-15.327917928053253,83.428,88.9439,165.906
-74.0889884,4.6359897,2577961,absPos,-15.328321408300665,83.428,88.9439,165.906
-74.0889884,4.6359897,2577961,absPos,-15.29072093634236,83.428,88.9439,165.906
-74.0889884,4.6359897,2577961,absPos,-15.299533059857662,83.428,88.9439,165.449
-2.1663,1.8474000000000002,0.7525,relPos,-15.307545461049152,83.428,88.9439,165.566
-2.1663,1.8474000000000002,0.7525,relPos,-15.3056608779496,83.428,88.9439,165.566
-2.1663,1.8474000000000002,0.7525,relPos,-15.340175957229647,83.8939,87.869,165.566
-2.1663,1.8474000000000002,0.7525,relPos,-15.353540754770094,83.8939,87.869,165.566
